Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Dubrovnik 125,Clay,R32,185,141,Leyre Romero Gormaz [ESP] d. Gjorcheska,6-3 6-3,0.69,4.1%,16.3%,63.3%,58.1%,11.1%,4/10,1:13
02-Feb-2026,W50 Porto,Hard,SF,194,227,Fiona Crawley [USA] d. Gjorcheska,7-5 3-0,0.74,2.0%,16.0%,56.0%,53.6%,22.7%,2/7,1:03
02-Feb-2026,W50 Porto,Hard,QF,194,159,Gjorcheska d. Despina Papamichail [GRE],7-6(1) 6-3,1.10,2.8%,15.3%,59.7%,65.1%,41.4%,8/11,1:42
02-Feb-2026,W50 Porto,Hard,R16,194,365,Gjorcheska d. Nastasja Schunk [GER],6-2 7-6(6),1.16,9.5%,9.5%,59.5%,65.9%,46.7%,7/11,1:36
02-Feb-2026,W50 Porto,Hard,R32,194,405,Gjorcheska d. Ylena In Albon [SUI],6-2 6-3,1.51,8.2%,16.4%,59.0%,80.6%,44.0%,3/4,1:15
19-Jan-2026,Australian Open,Hard,Q2,206,151,Tamara Zidansek [SLO] d. Gjorcheska,4-6 6-2 7-5,0.83,11.0%,11.0%,65.0%,67.7%,28.6%,6/12,2:13
19-Jan-2026,Australian Open,Hard,Q1,206,106,Gjorcheska d. (4) Sinja Kraus [AUT],7-5 6-0,1.74,12.0%,4.0%,64.0%,71.9%,66.7%,3/4,1:01
24-Nov-2025,W75 Trnava,Hard,R32,201,249,Yuriko Miyazaki [GBR] d. Gjorcheska,6-3 6-3,0.85,1.8%,7.3%,49.1%,63.0%,42.9%,2/6,1:30
17-Nov-2025,W50 Trnava,Hard,R16,204,306,Amarni Banks [GBR] d. Gjorcheska,6-2 6-1,0.35,0.0%,5.4%,56.8%,52.4%,31.3%,1/5,0:58
17-Nov-2025,W50 Trnava,Hard,R32,204,406,Gjorcheska d. Ayla Aksu [USA],6-2 6-4,1.31,14.9%,13.4%,64.2%,76.7%,45.8%,5/5,1:16
20-Oct-2025,Rovereto 125,Hard,R16,213,241,Aliona Bolsova [ESP] d. Gjorcheska,1-6 7-6(2) 6-1,0.94,1.1%,9.2%,58.6%,66.7%,41.7%,6/10,2:03
20-Oct-2025,Rovereto 125,Hard,R32,213,151,Gjorcheska d. (4) Nuria Brancaccio [ITA],6-4 6-3,1.33,8.3%,10.0%,70.0%,76.2%,38.9%,3/5,1:07
29-Sep-2025,Samsun 125,Hard,R16,198,165,(8) Sofia Costoulas [BEL] d. Gjorcheska,6-1 6-4,0.60,3.5%,5.3%,75.4%,58.1%,42.9%,3/6,1:20
29-Sep-2025,Samsun 125,Hard,R32,198,1062,Gjorcheska d. (WC) Karolina Pliskova [CZE],6-4 6-3,1.38,12.9%,1.6%,79.0%,69.4%,61.5%,4/5,1:13
15-Sep-2025,W75 Kursumlijska Banja,clay,QF,207,275,Lilli Tagger [AUT] d. Gjorcheska,6-3 5-7 7-6(5),0.91,2.0%,9.8%,60.8%,62.9%,47.5%,6/11,2:35
15-Sep-2025,W75 Kursumlijska Banja,clay,R16,207,434,Gjorcheska d. Anastasia Zolotareva [RUS],6-0 6-3,1.71,0.0%,8.9%,58.9%,69.7%,69.6%,4/4,1:15
15-Sep-2025,W75 Kursumlijska Banja,clay,R32,207,612,Gjorcheska d. Ellie Schoppe [USA],6-4 7-6(2),1.17,0.0%,7.3%,76.8%,66.7%,57.9%,5/6,2:13
01-Sep-2025,W50 Slobozia,Clay,F,282,489,Gjorcheska d. Elena Ruxandra Bertea [ROU],3-6 6-3 6-4,,,,,,,,2:15
01-Sep-2025,W50 Slobozia,Clay,SF,282,678,Gjorcheska d. Maria Sara Popa [ROU],6-1 6-4,1.30,0.0%,6.4%,68.1%,59.4%,33.3%,1/5,1:26
01-Sep-2025,W50 Slobozia,Clay,QF,282,468,Gjorcheska d. Lucija Ciric Bagaric [CRO],1-6 6-1 6-0,1.24,0.0%,9.1%,71.4%,63.6%,40.9%,6/9,1:40
01-Sep-2025,W50 Slobozia,Clay,R16,282,,Gjorcheska d. Bianca Elena Barbulescu [ROU],6-2 6-0,2.00,7.5%,7.5%,70.0%,82.1%,50.0%,1/1,1:05
01-Sep-2025,W50 Slobozia,Clay,R32,282,1036,Gjorcheska d. Simona Ogescu [ROU],6-3 6-2,1.37,0.0%,10.9%,71.7%,66.7%,38.5%,3/6,1:26
