Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,1,0,1,0.0%,1-2,33.3%,12-17,41.4%,0-0,-,0,,,,,,,,,,,,R32 (Luxembourg)
2013,2,1,1,50.0%,2-2,50.0%,16-23,41.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (Quebec City)
2011,2,1,1,50.0%,3-3,50.0%,29-32,47.5%,0-0,-,2,-,-,11.6%,4.8%,54.0%,75.5%,51.7%,64.6%,33.7%,49.5%,0.95,R16 (Quebec City)
2010,20,3,17,15.0%,10-36,21.7%,182-260,41.2%,1-6,14.3%,17,-,-,4.8%,5.9%,52.6%,63.1%,42.6%,53.4%,37.1%,45.8%,0.80,R16 (Monterrey)
2009,20,5,15,25.0%,16-32,33.3%,209-255,45.0%,1-8,11.1%,20,-,-,7.2%,3.8%,51.0%,67.7%,45.0%,56.6%,39.7%,48.0%,0.92,R16 (2x)
2008,3,2,1,66.7%,4-3,57.1%,38-36,51.4%,2-0,100.0%,3,-,-,7.7%,6.1%,49.2%,79.3%,45.6%,62.2%,39.4%,50.7%,1.04,R32 (US Open)
Career,48,12,36,25.0%,36-78,31.6%,486-623,43.8%,5-14,26.3%,42,-,-,6.5%,4.9%,51.7%,67.1%,44.5%,56.2%,38.4%,47.4%,0.88,
