Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,30,10,20,33.3%,27-46,37.0%,324-397,44.9%,5-8,38.5%,26,-,-,6.2%,5.4%,50.0%,68.5%,45.2%,56.9%,38.8%,48.0%,0.90
Clay,11,2,9,18.2%,6-18,25.0%,90-128,41.3%,0-2,0.0%,10,-,-,5.6%,4.7%,54.0%,64.3%,44.1%,55.0%,37.8%,46.6%,0.84
Grass,6,0,6,0.0%,3-12,20.0%,63-85,42.6%,0-4,0.0%,5,-,-,11.0%,3.3%,55.4%,67.4%,43.3%,56.6%,35.7%,46.1%,0.82
Carpet,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,-,-,0.0%,0.0%,58.5%,56.3%,32.4%,46.3%,45.7%,46.0%,0.85
Grand Slams,15,6,9,40.0%,13-21,38.2%,151-176,46.2%,3-2,60.0%,14,-,-,8.2%,4.3%,49.7%,70.8%,47.5%,59.1%,39.4%,49.1%,0.96
Premiers,4,0,4,0.0%,1-8,11.1%,32-53,37.6%,0-2,0.0%,4,-,-,3.0%,2.6%,51.7%,61.4%,40.5%,51.3%,39.7%,45.3%,0.82
Internationals,25,5,20,20.0%,19-43,30.6%,258-343,42.9%,2-7,22.2%,21,-,-,6.5%,5.3%,52.4%,66.9%,43.1%,55.6%,37.4%,46.8%,0.84
vs Righties,46,10,36,21.7%,32-77,29.4%,455-596,43.3%,3-14,17.6%,40,-,-,6.2%,4.7%,51.8%,66.2%,44.4%,55.7%,38.3%,47.2%,0.86
vs Lefties,2,2,0,100.0%,4-1,80.0%,31-27,53.4%,2-0,100.0%,2,-,-,11.2%,6.9%,48.9%,83.7%,45.8%,64.4%,39.8%,51.8%,1.12
vs Top 10,1,1,0,100.0%,2-1,66.7%,16-12,57.1%,0-0,-,1,-,-,5.9%,4.7%,55.3%,83.0%,50.0%,68.2%,37.9%,52.9%,1.19
