Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,0,2,0.0%,1-4,20.0%,17-25,40.5%,0-0,-,2,42.9%,38.1%,2.9%,8.0%,49.6%,57.4%,37.7%,47.4%,45.6%,46.5%,0.87,R32 (2x)
2025,22,12,10,54.5%,25-21,54.3%,219-222,49.7%,3-1,75.0%,22,58.2%,41.9%,0.9%,6.7%,59.7%,60.1%,43.1%,53.2%,46.2%,49.7%,0.99,W (W15 Yeongwol)
2024,25,14,11,56.0%,32-28,53.3%,286-277,50.8%,7-3,70.0%,0,,,,,,,,,,,,F (2x)
2023,45,27,18,60.0%,55-42,56.7%,459-422,52.1%,5-3,62.5%,0,,,,,,,,,,,,F (2x)
2022,43,22,21,51.2%,52-48,52.0%,470-433,52.0%,2-5,28.6%,0,,,,,,,,,,,,F (W15 Sharm ElSheikh)
2021,23,14,9,60.9%,33-20,62.3%,250-224,52.7%,2-2,50.0%,0,,,,,,,,,,,,W (W15 Sharm El Sheikh)
2020,2,1,1,50.0%,2-2,50.0%,20-15,57.1%,0-1,0.0%,0,,,,,,,,,,,,
2019,35,22,13,62.9%,49-30,62.0%,409-329,55.4%,5-6,45.5%,2,55.0%,35.0%,4.4%,3.6%,69.3%,57.9%,47.6%,54.7%,43.5%,49.3%,0.96,W (2x)
2018,51,32,19,62.7%,66-38,63.5%,514-392,56.7%,3-4,42.9%,0,,,,,,,,,,,,W (3x)
2017,33,21,12,63.6%,44-26,62.9%,355-283,55.6%,5-3,62.5%,1,50.0%,20.0%,0.0%,6.8%,59.3%,57.1%,37.5%,49.2%,41.7%,45.0%,0.82,W (Hong Kong $25K)
2016,37,20,17,54.1%,45-39,53.6%,406-396,50.6%,7-7,50.0%,1,55.6%,20.0%,3.1%,0.0%,58.5%,60.5%,40.7%,52.3%,34.4%,43.7%,0.72,SF (2x)
2015,33,23,10,69.7%,51-23,68.9%,374-270,58.1%,6-1,85.7%,0,,,,,,,,,,,,W (3x)
2014,22,13,9,59.1%,27-19,58.7%,228-194,54.0%,3-3,50.0%,0,,,,,,,,,,,,W (Taipei 10K)
2013,29,18,11,62.1%,39-25,60.9%,299-260,53.5%,2-1,66.7%,0,,,,,,,,,,,,W (Taipei 10K)
2012,16,7,9,43.8%,15-17,46.9%,145-145,50.0%,2-0,100.0%,0,,,,,,,,,,,,QF (Mie 10K)
2011,14,8,6,57.1%,17-16,51.5%,153-135,53.1%,1-2,33.3%,0,,,,,,,,,,,,F (2x)
2010,1,0,1,0.0%,1-2,33.3%,15-16,48.4%,0-1,0.0%,0,,,,,,,,,,,,R32 (Taipei 10K)
Career,433,254,179,58.7%,554-400,58.1%,4619-4038,53.4%,53-43,55.2%,28,56.4%,39.5%,1.4%,6.3%,59.6%,59.7%,42.6%,52.8%,45.4%,49.1%,0.96,
