Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2024-07-29),1084,13,,,,,,,,,,,,
2023,765,41,,,,,,,,,,,,
2022,542,68,,,,,,,,,,,,
2017,341,128,,,,,,,,,,,,
2016,113,548,142,1608,146,1563,145,1508,141,1481,331,163,,
2015,142,399,,,,,,,,,235,263,,
2014,280,152,245,1404,233,1377,230,1321,,,252,211,,
2013,340,135,243,1433,234,1410,252,1330,189,1381,368,160,,
2012,271,185,204,1489,198,1455,,,,,412,112,,
2011,972,12,,,,,,,,,648,49,,
