Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,17,6,11,35.3%,17-24,41.5%,179-203,46.9%,2-1,66.7%,0,,,,,,,,,,,,SF (W15 San Diego)
2022,22,13,9,59.1%,30-22,57.7%,251-245,50.6%,5-2,71.4%,0,,,,,,,,,,,,F (W15 Naples FL)
2017,2,0,2,0.0%,0-4,0.0%,4-24,14.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2016,20,12,8,60.0%,26-20,56.5%,224-210,51.6%,4-1,80.0%,6,72.1%,37.9%,6.0%,6.0%,58.1%,70.7%,47.5%,61.0%,44.5%,52.8%,1.14,SF (Waco TX $50K)
2015,56,32,24,57.1%,70-61,53.4%,613-586,51.1%,7-7,50.0%,0,,,,,,,,,,,,W (Scottsdale AZ $50K)
2014,39,17,22,43.6%,43-45,48.9%,385-401,49.0%,3-2,60.0%,0,,,,,,,,,,,,SF (3x)
2013,22,7,15,31.8%,15-33,31.3%,204-256,44.3%,2-2,50.0%,0,,,,,,,,,,,,SF (Raleigh NC 25K)
2012,19,10,9,52.6%,25-24,51.0%,214-232,48.0%,2-0,100.0%,0,,,,,,,,,,,,F (Yakima WA 50K)
2011,5,1,4,20.0%,4-8,33.3%,53-66,44.5%,2-1,66.7%,0,,,,,,,,,,,,R16 (Carson CA 50K)
Career,202,98,104,48.5%,230-241,48.8%,2127-2223,48.9%,27-16,62.8%,6,72.1%,37.9%,6.0%,6.0%,58.1%,70.7%,47.5%,61.0%,44.5%,52.8%,1.14,
