Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,6,4,2,66.7%,4,1,3,25.0%,2024,2025,R16,6,1.13,11.3%,1.9%,61.5%,77.7%,53.5%,68.4%,35.8%,61.0%,43.5%
Roland Garros,6,Clay,6,0,6,0.0%,0,0,0,-,2020,2025,R128,6,0.79,5.7%,2.8%,57.6%,66.0%,44.3%,56.8%,34.0%,62.7%,28.9%
Wimbledon,3,Grass,8,5,3,62.5%,9,2,7,22.2%,2023,2025,R64,8,1.00,10.0%,4.5%,60.5%,78.1%,45.7%,65.3%,34.8%,66.7%,37.2%
US Open,3,Hard,9,5,4,55.6%,3,1,2,33.3%,2023,2025,R64,9,1.11,10.9%,3.2%,54.8%,76.5%,45.8%,62.6%,41.3%,60.7%,46.7%
Miami Masters,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2024,2026,R64,3,0.95,12.5%,3.0%,60.5%,72.7%,50.6%,64.0%,34.3%,46.7%,42.1%
Brisbane,2,Hard,3,1,2,33.3%,0,0,0,-,2024,2026,R32,3,1.07,13.1%,4.6%,63.4%,75.3%,44.6%,64.1%,38.6%,66.7%,23.5%
Metz,3,Hard,5,3,2,60.0%,5,2,3,40.0%,2023,2025,R16,5,1.13,11.4%,0.2%,67.1%,75.5%,52.9%,68.0%,36.1%,65.2%,38.2%
Paris Masters,4,Hard,8,3,5,37.5%,6,3,3,50.0%,2020,2025,R16,8,0.93,12.6%,2.5%,60.3%,76.2%,47.1%,64.6%,33.0%,53.8%,36.1%
Shanghai Masters,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2024,2025,R64,4,1.07,18.2%,2.1%,60.4%,82.0%,46.0%,67.7%,34.6%,60.0%,37.5%
Cincinnati Masters,2,Hard,5,2,3,40.0%,2,0,2,0.0%,2024,2025,R64,5,0.87,13.8%,3.2%,58.2%,76.4%,45.3%,63.4%,31.8%,71.4%,33.3%
