Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,18,23,43.9%,50-58,46.3%,545-542,50.1%,10-14,41.7%,41,82.4%,18.3%,11.3%,2.5%,58.7%,75.7%,49.4%,64.9%,34.6%,50.0%,0.99
Clay,17,8,9,47.1%,21-25,45.7%,215-235,47.8%,3-1,75.0%,17,81.6%,13.6%,9.1%,2.4%,58.8%,72.0%,51.5%,63.6%,33.1%,48.7%,0.91
Grass,5,2,3,40.0%,7-12,36.8%,94-101,48.2%,2-4,33.3%,5,87.2%,9.5%,11.0%,6.2%,58.5%,78.9%,43.5%,64.2%,29.3%,47.8%,0.82
Grand Slams,17,7,10,41.2%,28-39,41.8%,317-326,49.3%,3-8,27.3%,17,81.8%,17.8%,9.5%,3.2%,58.6%,75.0%,47.8%,63.7%,33.9%,49.1%,0.93
Masters,11,5,6,45.5%,12-13,48.0%,124-131,48.6%,3-3,50.0%,11,83.1%,14.4%,15.0%,2.4%,59.9%,80.2%,46.7%,66.8%,31.7%,49.5%,0.95
Other Tours,35,16,19,45.7%,38-43,46.9%,413-421,49.5%,9-8,52.9%,35,83.4%,15.3%,10.3%,2.8%,58.4%,73.6%,51.1%,64.3%,34.0%,49.6%,0.95
Best of 5,17,7,10,41.2%,28-39,41.8%,317-326,49.3%,3-8,27.3%,17,81.8%,17.8%,9.5%,3.2%,58.6%,75.0%,47.8%,63.7%,33.9%,49.1%,0.93
Best of 3,46,21,25,45.7%,50-56,47.2%,537-552,49.3%,12-11,52.2%,46,83.3%,15.1%,11.4%,2.7%,58.7%,75.2%,50.1%,64.8%,33.5%,49.5%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,11.5%,0.0%,52.5%,68.8%,48.3%,59.0%,31.1%,45.1%,0.76
Semi-finals,2,1,1,50.0%,2-2,50.0%,19-21,47.5%,0-0,-,2,85.0%,10.0%,8.4%,0.8%,57.1%,73.5%,52.9%,64.7%,30.6%,48.3%,0.87
Quarter-finals,2,2,0,100.0%,4-1,80.0%,29-24,54.7%,1-0,100.0%,2,92.3%,15.4%,9.3%,6.0%,58.0%,82.8%,57.1%,72.0%,31.4%,51.3%,1.12
vs Righties,52,23,29,44.2%,62-79,44.0%,698-717,49.3%,10-15,40.0%,52,82.6%,16.5%,10.8%,3.1%,58.5%,74.8%,49.2%,64.2%,33.7%,49.3%,0.94
vs Lefties,11,5,6,45.5%,16-16,50.0%,156-161,49.2%,5-4,55.6%,11,83.2%,14.4%,10.4%,2.1%,59.4%,76.3%,49.6%,65.5%,33.2%,49.6%,0.96
vs Top 10,4,1,3,25.0%,3-9,25.0%,58-70,45.3%,1-3,25.0%,4,85.7%,8.1%,14.4%,2.0%,58.2%,77.4%,48.8%,65.4%,27.5%,47.1%,0.79
