Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Paris R32,L vs Davidovich Fokina,0.91,0.76,58.0,2.7,7.0%,74.4%,14.6%,56.1%,30.8%,27.0%
2025 Paris R64,W vs Darderi,1.23,1.24,65.2,2.1,21.7%,78.3%,14.6%,56.1%,38.6%,25.6%
2025 Kitzbuhel F,L vs Bublik,0.90,0.68,54.0,2.3,6.5%,54.8%,16.7%,63.3%,41.9%,20.0%
2025 Gstaad SF,L vs Bublik,0.90,0.49,43.6,2.0,3.4%,58.6%,3.4%,51.7%,35.7%,12.0%
2025 Roland Garros R128,L vs Tabilo,0.81,0.83,44.4,4.0,9.5%,61.9%,10.5%,64.9%,35.8%,39.7%
2025 Geneva R32,L vs Hurkacz,0.73,0.65,49.0,2.2,11.5%,61.5%,8.7%,60.9%,43.8%,24.1%
2025 Australian Open R64,L vs Fearnley,0.86,0.73,34.2,4.6,5.4%,53.6%,4.0%,64.0%,37.9%,32.1%
2024 US Open R64,L vs Nakashima,0.79,0.52,26.7,2.1,9.1%,61.4%,5.1%,61.5%,32.5%,18.4%
2024 US Open R128,W vs Carreno Busta,1.03,1.69,29.4,2.3,20.0%,72.5%,8.8%,61.8%,57.9%,48.6%
2024 Wimbledon R64,L vs Bublik,0.96,0.44,29.6,2.2,6.0%,72.0%,8.9%,51.1%,19.0%,15.4%
2024 Roland Garros R128,L vs Etcheverry,1.10,0.81,43.0,3.3,6.2%,52.3%,9.5%,54.0%,28.6%,40.4%
2024 Dubai R16,L vs Rublev,0.75,0.51,37.7,2.0,35.5%,67.7%,18.5%,59.3%,28.6%,20.0%
2024 Montpellier R16,L vs Auger Aliassime,0.96,0.92,81.8,15.1,11.3%,58.5%,14.6%,60.4%,40.8%,36.6%
2024 Australian Open R16,L vs Hurkacz,0.98,0.45,37.3,2.7,16.7%,66.7%,13.0%,68.5%,15.2%,14.6%
2024 Australian Open R64,W vs Rune,1.10,1.39,34.1,2.3,18.0%,75.4%,12.3%,70.2%,29.6%,39.4%
2023 US Open R128,L vs Rublev,0.99,0.69,37.5,2.1,5.3%,59.6%,5.5%,52.7%,34.6%,26.1%
2023 Nottingham CH F,L vs Murray,0.74,0.48,35.8,2.1,5.9%,58.8%,6.3%,59.4%,34.6%,17.4%
2021 Roland Garros R128,L vs Majchrzak,0.92,0.84,46.2,2.7,6.3%,66.3%,5.3%,50.0%,36.6%,40.3%
2019 M25 Toulouse R32,L vs Bax,0.99,0.78,51.0,2.1,-,50.0%,-,45.9%,37.1%,45.5%
2025 (7 matches),,0.91,0.79,48.8,2.6,9.5%,63.6%,10.3%,60.1%,37.4%,28.7%
2024 (8 matches),,0.98,0.83,40.6,2.6,14.1%,65.3%,11.2%,61.0%,31.1%,30.6%
2023 (2 matches),,0.90,0.62,36.9,2.1,5.5%,59.3%,5.7%,55.2%,34.6%,23.2%
2021 (1 matches),,0.92,0.84,46.2,2.7,6.3%,66.3%,5.3%,50.0%,36.6%,40.3%
2019 (1 matches),,0.99,0.78,51.0,2.1,0.0%,50.0%,0.0%,45.9%,37.1%,45.5%
Career (19 matches),,0.94,0.79,44.0,2.5,10.5%,63.6%,9.3%,58.5%,34.4%,30.7%
