Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-1,66.7%,15-9,62.5%,0-0,-,1,83.3%,41.7%,4.1%,1.4%,59.5%,68.2%,63.3%,66.2%,44.6%,56.1%,1.32,R16 (Phoenix)
2025,13,9,4,69.2%,19-9,67.9%,149-119,55.6%,3-0,100.0%,13,81.3%,28.2%,9.2%,2.8%,57.0%,72.2%,53.9%,64.3%,41.3%,53.0%,1.16,W (Jinan)
2024,18,14,4,77.8%,31-11,73.8%,236-159,59.7%,5-3,62.5%,18,87.1%,32.1%,10.2%,2.6%,58.9%,77.0%,58.4%,69.4%,41.6%,55.0%,1.36,W (Noumea)
2023,55,38,17,69.1%,80-39,67.2%,643-510,55.8%,11-6,64.7%,55,83.7%,26.5%,10.3%,3.0%,59.7%,75.1%,53.0%,66.2%,39.6%,52.9%,1.17,W (Nonthaburi 2)
2022,17,12,5,70.6%,25-11,69.4%,201-143,58.4%,6-2,75.0%,17,85.0%,30.4%,13.5%,3.6%,57.3%,79.7%,50.3%,67.2%,41.2%,53.9%,1.25,W (Nonthaburi 2)
2021,16,6,10,37.5%,12-21,36.4%,160-170,48.5%,2-5,28.6%,15,74.5%,23.9%,11.1%,2.3%,55.8%,71.9%,47.0%,60.9%,38.2%,49.7%,0.98,QF (Roanne)
2020,1,0,1,0.0%,1-2,33.3%,12-15,44.4%,0-0,-,1,84.6%,7.1%,5.6%,2.8%,53.5%,73.7%,66.7%,70.4%,30.4%,49.3%,1.03,R32 (Aix En Provence)
Career,122,80,42,65.6%,170-94,64.4%,1416-1125,55.7%,27-16,62.8%,120,83.0%,27.7%,10.6%,2.9%,58.4%,75.2%,52.9%,65.9%,40.1%,52.9%,1.18,
