Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,6,8,42.9%,16-19,45.7%,176-192,47.8%,6-5,54.5%,14,83.1%,12.8%,12.2%,2.1%,60.8%,76.3%,47.9%,65.2%,32.8%,48.9%,0.94
Clay,11,7,4,63.6%,16-13,55.2%,146-147,49.8%,3-0,100.0%,11,86.8%,12.3%,11.3%,2.8%,59.1%,75.2%,54.8%,66.9%,32.5%,49.6%,0.98
Grass,2,1,1,50.0%,4-5,44.4%,41-45,47.7%,1-1,50.0%,2,81.0%,14.3%,12.4%,4.2%,64.0%,77.3%,38.2%,63.3%,34.1%,48.9%,0.93
Grand Slams,3,1,2,33.3%,6-8,42.9%,62-69,47.3%,1-1,50.0%,3,79.7%,15.4%,11.4%,4.2%,61.8%,75.9%,42.9%,63.3%,35.4%,48.9%,0.96
Masters,7,3,4,42.9%,7-9,43.8%,81-87,48.2%,2-3,40.0%,7,82.7%,14.6%,16.4%,2.8%,60.2%,80.7%,44.1%,66.2%,31.9%,49.2%,0.94
Other Tours,17,10,7,58.8%,23-20,53.5%,220-228,49.1%,7-2,77.8%,17,86.2%,11.3%,10.2%,2.1%,60.3%,74.2%,53.5%,66.0%,32.4%,49.3%,0.95
Best of 5,3,1,2,33.3%,6-8,42.9%,62-69,47.3%,1-1,50.0%,3,79.7%,15.4%,11.4%,4.2%,61.8%,75.9%,42.9%,63.3%,35.4%,48.9%,0.96
Best of 3,24,13,11,54.2%,30-29,50.8%,301-315,48.9%,9-5,64.3%,24,85.3%,12.2%,12.0%,2.3%,60.2%,76.0%,50.9%,66.0%,32.3%,49.3%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,11.5%,0.0%,52.5%,68.8%,48.3%,59.0%,31.1%,45.1%,0.76
Semi-finals,2,1,1,50.0%,2-2,50.0%,19-21,47.5%,0-0,-,2,85.0%,10.0%,8.4%,0.8%,57.1%,73.5%,52.9%,64.7%,30.6%,48.3%,0.87
Quarter-finals,2,2,0,100.0%,4-1,80.0%,29-24,54.7%,1-0,100.0%,2,92.3%,15.4%,9.3%,6.0%,58.0%,82.8%,57.1%,72.0%,31.4%,51.3%,1.12
vs Righties,21,12,9,57.1%,27-27,50.0%,269-283,48.7%,6-3,66.7%,21,85.1%,12.4%,12.3%,2.9%,60.3%,76.6%,49.5%,65.8%,32.5%,49.3%,0.95
vs Lefties,6,2,4,33.3%,9-10,47.4%,94-101,48.2%,4-3,57.1%,6,81.9%,13.8%,10.7%,1.8%,61.2%,74.4%,49.8%,64.8%,33.7%,49.0%,0.96
