Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Paris R32,L vs Davidovich Fokina,67.1%,33.3%,0.0%,0/0,2.24,10.5%,69.4%,26.5%,0.0%,2.32,26.1%,81.0%,47.1%,0.0%,2.18,0.0%
2025 Paris R64,W vs Darderi,67.5%,41.1%,1.2%,1/0,2.26,5.9%,64.6%,32.3%,0.0%,2.16,13.6%,83.3%,52.0%,3.3%,2.34,0.0%
2025 Kitzbuhel F,L vs Bublik,63.9%,30.8%,1.6%,0/1,2.15,59.1%,67.7%,23.8%,3.2%,2.07,69.6%,78.3%,38.9%,0.0%,2.24,47.6%
2025 Gstaad SF,L vs Bublik,52.8%,35.7%,3.8%,1/1,2.44,42.5%,53.8%,28.6%,0.0%,2.40,65.0%,63.6%,57.1%,18.2%,2.48,20.0%
2025 Roland Garros R128,L vs Tabilo,79.9%,45.5%,1.3%,1/1,2.08,7.4%,74.7%,47.1%,0.0%,1.88,9.1%,90.2%,43.6%,3.3%,2.31,5.4%
2025 Geneva R32,L vs Hurkacz,68.9%,42.9%,1.6%,0/1,2.08,12.9%,62.9%,54.5%,0.0%,2.20,15.0%,87.0%,30.0%,4.3%,1.86,9.1%
2025 Australian Open R64,L vs Fearnley,60.4%,44.8%,3.6%,4/0,2.32,12.3%,60.0%,42.9%,0.0%,2.35,22.5%,78.1%,48.0%,12.5%,2.29,0.0%
2024 Roland Garros R128,L vs Etcheverry,73.1%,44.3%,0.0%,0/0,2.41,3.8%,61.7%,35.1%,0.0%,2.28,6.7%,91.3%,52.4%,0.0%,2.59,0.0%
2024 Dubai R16,L vs Rublev,73.6%,33.3%,7.5%,1/3,-,6.3%,65.8%,28.0%,5.3%,-,22.2%,93.3%,42.9%,13.3%,-,0.0%
2024 Montpellier R16,L vs Auger Aliassime,61.1%,50.9%,6.7%,6/0,-,10.8%,55.6%,46.7%,1.9%,-,23.3%,86.2%,56.0%,17.2%,-,0.0%
2024 Australian Open R16,L vs Hurkacz,51.7%,26.7%,2.3%,1/1,2.32,17.8%,44.4%,20.8%,1.9%,2.23,34.3%,65.6%,33.3%,3.1%,2.39,2.6%
2024 Australian Open R64,W vs Rune,67.2%,46.7%,3.6%,4/1,2.17,9.5%,63.2%,43.8%,1.3%,1.97,18.4%,77.2%,50.0%,7.0%,2.39,0.0%
2023 Nottingham CH F,L vs Murray,75.5%,29.7%,0.0%,0/0,2.33,12.2%,72.4%,23.8%,0.0%,2.30,24.0%,88.9%,37.5%,0.0%,2.35,0.0%
Career (13 matches),,67.1%,40.9%,2.5%,67.9%,2.26,14.2%,62.9%,37.0%,0.9%,2.19,23.7%,82.7%,45.9%,5.5%,2.35,4.7%
