Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),68,777,55,1793,55,1738,68,1703,53,1659,,,,
2025,64,848,49,1795,58,1737,67,1704,55,1660,,,,
2024,63,807,87,1721,80,1696,163,1554,103,1569,,,,
2023,130,508,147,1613,134,1575,187,1503,100,1571,,,,
2022,382,121,186,1565,152,1559,251,1441,,,,,,
2021,297,178,326,1382,319,1338,317,1328,,,,,,
2020,737,26,,,,,,,,,,,,
2019,1082,7,,,,,,,,,,,,
