Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Paris R32,L vs Davidovich Fokina,25.0%,31.0%,57.6%,30.8%,44.4%,55.6%,64.0%,55.3%,57.9%,57.7%,66.7%,2.9%,2.9%,52.9%,-90
2025 Paris R64,W vs Darderi,39.1%,47.1%,49.0%,44.5%,58.5%,71.7%,68.2%,67.4%,40.9%,48.4%,0.0%,9.4%,9.4%,34.5%,-21
2025 Kitzbuhel F,L vs Bublik,27.9%,36.1%,43.2%,34.1%,28.1%,40.6%,56.5%,40.0%,50.0%,50.0%,33.3%,27.6%,31.0%,28.6%,-79
2025 Gstaad SF,L vs Bublik,29.3%,39.7%,37.5%,35.5%,35.5%,54.8%,40.0%,47.1%,55.0%,54.5%,50.0%,23.1%,23.1%,35.0%,-23
2025 Roland Garros R128,L vs Tabilo,26.7%,37.5%,53.0%,31.9%,32.4%,45.6%,58.7%,41.6%,58.6%,38.5%,40.0%,21.3%,29.8%,45.9%,67
2025 Geneva R32,L vs Hurkacz,34.7%,42.9%,41.9%,41.4%,37.5%,46.9%,45.0%,47.8%,35.7%,72.2%,100.0%,31.3%,37.5%,36.4%,10
2025 Australian Open R64,L vs Fearnley,29.2%,36.8%,42.5%,35.3%,35.5%,48.4%,47.5%,45.8%,51.6%,35.5%,42.9%,21.4%,21.4%,36.4%,-10
2024 Roland Garros R128,L vs Etcheverry,14.1%,26.6%,47.6%,22.7%,22.8%,41.8%,50.8%,36.8%,60.0%,59.1%,77.8%,0.0%,2.3%,43.2%,-118
2024 Dubai R16,L vs Rublev,41.4%,48.3%,40.6%,42.2%,71.0%,74.2%,33.3%,72.6%,56.3%,73.3%,100.0%,8.0%,20.0%,43.5%,-37
2024 Montpellier R16,L vs Auger Aliassime,32.7%,39.6%,40.9%,38.5%,47.4%,59.6%,50.0%,57.7%,42.3%,51.6%,100.0%,14.3%,14.3%,33.3%,-10
2024 Australian Open R16,L vs Hurkacz,34.2%,36.8%,52.1%,39.4%,48.5%,50.0%,57.1%,57.2%,41.9%,56.8%,100.0%,13.6%,18.2%,47.4%,-13
2024 Australian Open R64,W vs Rune,34.7%,45.8%,60.0%,42.9%,47.3%,63.5%,66.7%,60.3%,45.9%,43.2%,66.7%,14.3%,16.7%,52.8%,-10
2023 Nottingham CH F,L vs Murray,25.8%,33.3%,44.9%,31.4%,35.9%,48.7%,56.0%,45.4%,66.7%,38.1%,0.0%,11.1%,11.1%,33.3%,-79
Career (13 matches),,29.7%,38.0%,48.1%,35.7%,41.1%,53.5%,54.7%,51.5%,51.0%,50.7%,62.2%,14.4%,17.3%,41.5%,9
