Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Paris R32,L vs Davidovich Fokina,0.0%,-,12.5%,50.0%,15.2%,14.3%,50.0%,3.4%,0.0%,1.0%,0.0%,-110,-71
2025 Paris R64,W vs Darderi,2.8%,50.0%,12.4%,66.7%,7.5%,15.2%,16.7%,9.4%,26.7%,1.6%,0.0%,-44,9
2025 Kitzbuhel F,L vs Bublik,0.0%,-,11.5%,64.3%,8.3%,8.3%,50.0%,3.2%,0.0%,2.7%,40.0%,-78,-82
2025 Gstaad SF,L vs Bublik,1.8%,100.0%,5.4%,66.7%,15.6%,14.3%,0.0%,6.1%,0.0%,4.4%,40.0%,-2,-79
2025 Roland Garros R128,L vs Tabilo,2.8%,33.3%,9.9%,59.3%,7.2%,10.9%,5.7%,12.3%,42.9%,2.2%,66.7%,-22,-14
2025 Geneva R32,L vs Hurkacz,0.0%,-,6.4%,14.3%,12.5%,19.2%,0.0%,11.8%,20.0%,1.6%,0.0%,6,18
2025 Australian Open R64,L vs Fearnley,5.9%,83.3%,14.7%,75.0%,8.8%,14.3%,0.0%,9.2%,23.1%,1.8%,50.0%,-17,-11
2024 Roland Garros R128,L vs Etcheverry,1.7%,50.0%,14.0%,66.7%,11.5%,9.1%,18.2%,8.3%,25.7%,3.8%,47.4%,-18,-27
2024 Dubai R16,L vs Rublev,0.0%,-,3.6%,25.0%,14.3%,22.2%,0.0%,8.9%,16.7%,0.0%,-,-101,-52
2024 Montpellier R16,L vs Auger Aliassime,0.0%,-,6.3%,91.7%,9.0%,11.8%,100.0%,5.7%,15.4%,2.2%,42.9%,-31,-7
2024 Australian Open R16,L vs Hurkacz,0.0%,-,10.9%,68.2%,5.4%,3.9%,0.0%,7.5%,7.1%,1.7%,20.0%,-51,-1
2024 Australian Open R64,W vs Rune,1.0%,100.0%,9.4%,75.0%,12.6%,20.9%,0.0%,7.1%,27.3%,1.0%,25.0%,-70,-30
2023 Nottingham CH F,L vs Murray,0.0%,-,14.8%,52.9%,8.0%,14.3%,0.0%,2.3%,9.1%,1.0%,0.0%,-68,-60
Career (13 matches),,1.5%,66.7%,10.5%,64.4%,9.6%,12.8%,10.3%,7.4%,17.8%,2.0%,38.2%,-45,-27
