Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Bogota R32,L vs Serban,0.0%,-,2.4%,50.0%,16.5%,10.0%,16.7%,5.7%,20.0%,0.8%,0.0%,70,63
2025 Austin R32,W vs Rapolu,1.5%,100.0%,7.3%,88.9%,19.0%,30.8%,0.0%,11.1%,11.1%,2.5%,20.0%,125,98
2024 Indian Wells R128,W vs Kessler,0.0%,-,8.3%,84.6%,10.1%,0.0%,0.0%,7.1%,22.7%,0.3%,0.0%,1,-22
2023 Roland Garros R128,L vs Hunter,0.0%,-,2.2%,50.0%,20.0%,41.7%,8.3%,8.3%,15.0%,0.3%,100.0%,25,28
2023 Australian Open R32,L vs Vekic,0.0%,-,2.4%,100.0%,15.2%,25.0%,0.0%,7.7%,0.0%,0.0%,-,23,17
2023 Australian Open R128,W vs Haddad Maia,0.0%,-,6.5%,80.0%,16.5%,35.7%,16.7%,12.7%,36.4%,0.6%,50.0%,50,17
2022 United Cup RR,L vs Swan,0.0%,-,4.0%,66.7%,19.1%,28.0%,100.0%,8.0%,57.1%,0.0%,-,69,23
2022 BJK Cup Finals RR,W vs Putintseva,0.0%,-,7.3%,52.9%,20.9%,24.3%,0.0%,7.7%,16.7%,0.2%,100.0%,42,22
2022 Toronto R64,L vs Williams,0.0%,-,2.0%,100.0%,13.5%,19.2%,0.0%,11.1%,36.4%,0.0%,-,-35,-25
2022 Roland Garros R128,L vs Jeanjean,0.0%,-,7.6%,88.9%,10.3%,12.5%,0.0%,7.1%,29.4%,0.0%,-,-38,-59
2022 Rome R32,L vs Andreescu,0.0%,-,1.6%,100.0%,10.8%,10.0%,16.7%,10.1%,40.0%,0.4%,0.0%,-43,-52
2022 BJK Cup Qualifiers RR,W vs Rus,0.0%,-,0.8%,0.0%,20.6%,34.6%,14.3%,4.0%,17.4%,0.3%,100.0%,-40,-48
2022 Monterrey SF,L vs Osorio,0.0%,-,6.0%,12.5%,10.9%,13.3%,100.0%,8.4%,22.2%,0.4%,0.0%,-13,-26
2022 Monterrey QF,W vs Sorribes Tormo,0.0%,-,3.7%,75.0%,11.5%,15.2%,16.7%,4.7%,23.3%,0.3%,100.0%,-29,-49
2021 Gdynia R16,W vs Anshba,0.0%,-,14.2%,72.2%,18.7%,19.6%,33.3%,8.2%,16.7%,0.8%,33.3%,24,-4
2021 Bogota R16,W vs Rus,0.0%,-,0.5%,0.0%,5.6%,9.8%,0.0%,5.7%,20.0%,0.0%,-,6,0
2021 ITF Potchefstroom F,W vs Zhao,0.0%,-,0.9%,100.0%,15.0%,0.0%,0.0%,9.1%,0.0%,0.0%,-,64,38
2021 ITF Potchefstroom SF,W vs Von Deichmann,0.0%,-,0.7%,0.0%,21.0%,0.0%,0.0%,15.8%,0.0%,0.0%,-,85,38
2020 Australian Open Q2,L vs Gabriela Ruse,0.0%,-,1.3%,100.0%,16.5%,31.6%,0.0%,16.7%,14.3%,0.0%,-,60,50
Last 52 Weeks (1 matches),,0.0%,-,2.4%,50.0%,16.5%,10.0%,16.7%,5.7%,20.0%,0.8%,0.0%,70,63
Career (19 matches),,0.1%,100.0%,4.2%,68.9%,14.9%,20.5%,16.5%,8.3%,22.6%,0.3%,40.0%,17,0
