Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Bogota R32,L vs Serban,54.8%,41.2%,2.2%,1/1,2.55,0.0%,75.6%,44.1%,4.4%,2.50,0.0%,65.4%,35.3%,0.0%,2.66,0.0%
2025 Austin R32,W vs Rapolu,74.1%,60.0%,1.9%,0/1,2.70,7.8%,81.5%,45.5%,3.7%,2.42,17.4%,81.8%,77.8%,0.0%,2.94,0.0%
2024 Indian Wells R128,W vs Kessler,78.8%,46.0%,0.0%,0/0,2.33,0.0%,84.4%,47.4%,0.0%,2.38,0.0%,89.3%,44.0%,0.0%,2.23,0.0%
2023 Roland Garros R128,L vs Hunter,80.4%,48.6%,10.9%,6/4,2.60,0.0%,83.9%,46.2%,8.1%,2.57,0.0%,75.9%,54.5%,17.2%,2.68,0.0%
2023 Australian Open R32,L vs Vekic,60.5%,47.8%,10.5%,4/0,2.50,0.0%,52.0%,53.8%,4.0%,2.49,0.0%,76.9%,40.0%,23.1%,2.53,0.0%
2023 Australian Open R128,W vs Haddad Maia,75.0%,57.9%,3.9%,2/1,2.55,3.0%,77.4%,51.2%,1.9%,2.50,4.4%,84.2%,75.0%,10.5%,2.65,0.0%
2022 United Cup RR,L vs Swan,67.2%,51.1%,4.5%,2/1,2.43,1.4%,60.0%,50.0%,4.0%,2.29,0.0%,93.8%,53.3%,6.3%,2.83,5.6%
2022 BJK Cup Finals RR,W vs Putintseva,72.8%,55.4%,5.3%,3/3,2.67,6.5%,77.8%,55.6%,2.5%,2.80,5.0%,74.1%,55.0%,14.8%,2.44,9.1%
2022 Toronto R64,L vs Williams,74.5%,50.0%,4.3%,3/1,2.20,0.0%,68.3%,48.8%,4.8%,2.26,0.0%,96.4%,51.9%,3.6%,2.08,0.0%
2022 Roland Garros R128,L vs Jeanjean,71.4%,32.5%,1.8%,0/1,2.59,3.5%,76.7%,26.1%,0.0%,2.59,5.1%,94.4%,41.2%,5.6%,2.59,0.0%
2022 Rome R32,L vs Andreescu,81.4%,42.1%,5.7%,1/3,2.34,0.0%,81.4%,40.0%,7.0%,2.44,0.0%,91.7%,45.5%,4.2%,2.11,0.0%
2022 BJK Cup Qualifiers RR,W vs Rus,82.9%,53.4%,2.9%,2/0,2.44,0.0%,86.5%,48.9%,1.9%,2.30,0.0%,92.9%,69.2%,7.1%,2.78,0.0%
2022 Monterrey SF,L vs Osorio,75.9%,58.5%,9.3%,3/2,2.75,3.1%,79.5%,54.8%,7.7%,2.76,3.5%,76.9%,70.0%,15.4%,2.64,0.0%
2022 Monterrey QF,W vs Sorribes Tormo,88.9%,53.1%,2.8%,0/3,2.14,3.0%,91.1%,51.4%,3.8%,2.13,3.4%,96.0%,58.3%,0.0%,2.22,0.0%
2021 Gdynia R16,W vs Anshba,89.1%,63.2%,3.1%,2/0,2.13,0.0%,88.6%,61.5%,0.0%,2.13,0.0%,90.0%,66.7%,10.0%,2.12,0.0%
2021 Bogota R16,W vs Rus,77.7%,45.2%,6.4%,5/1,2.58,0.0%,83.1%,40.7%,7.7%,2.49,0.0%,86.4%,57.9%,4.5%,2.84,0.0%
2021 ITF Potchefstroom F,W vs Zhao,74.1%,72.1%,1.7%,0/1,-,4.8%,77.8%,61.9%,3.7%,-,3.3%,95.7%,81.8%,0.0%,-,8.3%
2021 ITF Potchefstroom SF,W vs Von Deichmann,86.5%,64.1%,5.4%,4/0,-,46.6%,95.8%,63.0%,6.3%,-,51.0%,90.0%,66.7%,5.0%,-,22.2%
2020 Australian Open Q2,L vs Gabriela Ruse,80.5%,50.0%,6.5%,2/3,2.88,6.6%,85.7%,40.5%,0.0%,3.07,10.0%,83.3%,70.0%,20.8%,2.50,0.0%
Last 52 Weeks (1 matches),,54.8%,41.2%,2.2%,50.0%,2.55,0.0%,75.6%,44.1%,4.4%,2.50,0.0%,65.4%,35.3%,0.0%,2.66,0.0%
Career (19 matches),,76.6%,52.2%,4.6%,60.6%,2.49,4.6%,80.3%,49.3%,3.9%,2.47,5.5%,85.9%,58.4%,7.3%,2.55,2.2%
