Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,10,4,6,40.0%,2,1,1,50.0%,2020,2026,R32,10,0.96,1.6%,3.2%,65.6%,57.8%,45.3%,53.5%,44.5%,35.5%,49.3%
Roland Garros,6,Clay,8,2,6,25.0%,1,0,1,0.0%,2020,2025,R128,8,0.92,0.3%,2.2%,75.3%,53.0%,44.4%,50.9%,45.0%,46.8%,50.0%
Wimbledon,5,Grass,10,5,5,50.0%,4,3,1,75.0%,2021,2025,R128,10,1.00,1.9%,3.6%,66.9%,60.6%,48.3%,56.5%,43.6%,48.6%,43.4%
US Open,5,Hard,10,5,5,50.0%,2,2,0,100.0%,2021,2025,R128,10,0.97,1.2%,2.8%,65.6%,56.2%,50.4%,54.2%,44.4%,57.4%,47.4%
Canberra 125,2,Hard,10,8,2,80.0%,2,2,0,100.0%,2024,2026,W,10,1.10,1.8%,3.0%,67.5%,62.6%,50.7%,58.7%,45.3%,50.8%,45.7%
Cincinnati,2,Hard,4,1,3,25.0%,2,1,1,50.0%,2022,2025,R64,4,0.98,2.7%,5.1%,69.2%,61.5%,42.7%,55.7%,43.5%,59.1%,57.1%
Prague,3,Hard,4,1,3,25.0%,0,0,0,-,2020,2025,R16,4,0.85,0.8%,3.7%,72.0%,49.7%,44.9%,48.4%,44.0%,41.7%,46.7%
Iasi,2,Clay,2,0,2,0.0%,0,0,0,-,2024,2025,R32,2,0.86,1.1%,4.0%,77.1%,51.1%,50.0%,50.9%,42.5%,59.3%,66.7%
Bastad 125,2,Clay,5,3,2,60.0%,2,0,2,0.0%,2024,2025,SF,5,1.10,0.5%,1.2%,73.8%,55.5%,51.8%,54.5%,50.1%,50.0%,53.4%
Valencia 125,3,Clay,9,7,2,77.8%,4,2,2,50.0%,2022,2025,W,9,1.09,0.7%,3.6%,71.6%,57.7%,38.6%,52.2%,51.9%,50.5%,45.8%
