Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,1,5,16.7%,4-11,26.7%,65-85,43.3%,0-2,0.0%,6,58.9%,29.3%,1.9%,1.9%,70.4%,59.5%,43.7%,54.8%,40.4%,47.5%,0.89,R16 (Oeiras 125 Indoor 1)
2025,16,10,6,62.5%,22-16,57.9%,187-175,51.7%,3-1,75.0%,16,60.1%,42.9%,1.0%,3.6%,68.5%,58.6%,42.6%,53.6%,47.1%,50.2%,1.01,W (Valencia 125)
2024,52,35,17,67.3%,74-43,63.2%,604-488,55.3%,3-8,27.3%,31,63.7%,45.9%,1.1%,2.9%,70.0%,57.7%,49.6%,55.3%,48.1%,51.6%,1.08,W (3x)
2023,19,10,9,52.6%,23-18,56.1%,204-174,54.0%,2-0,100.0%,9,60.6%,46.1%,0.9%,3.2%,68.9%,57.0%,47.4%,54.0%,47.2%,50.5%,1.03,QF (3x)
2022,5,3,2,60.0%,7-6,53.8%,67-59,53.2%,0-1,0.0%,5,57.8%,49.2%,0.2%,3.2%,72.1%,59.1%,36.4%,52.8%,50.2%,51.5%,1.06,SF (Valencia 125)
2021,39,35,4,89.7%,70-18,79.5%,493-308,61.5%,8-1,88.9%,9,75.3%,46.2%,0.8%,2.9%,73.4%,64.2%,47.9%,59.9%,49.0%,54.6%,1.22,W (6x)
2020,17,11,6,64.7%,25-15,62.5%,205-173,54.2%,5-3,62.5%,1,55.6%,0.0%,0.0%,9.5%,68.3%,53.5%,45.0%,50.8%,30.8%,41.7%,0.63,W (W15 Monastir)
2019,60,40,20,66.7%,85-47,64.4%,654-547,54.5%,7-4,63.6%,0,,,,,,,,,,,,W (2x)
2018,47,25,22,53.2%,59-49,54.6%,513-470,52.2%,6-5,54.5%,0,,,,,,,,,,,,F (2x)
2017,59,44,15,74.6%,93-41,69.4%,705-506,58.2%,6-4,60.0%,0,,,,,,,,,,,,W (5x)
2016,16,13,3,81.3%,28-9,75.7%,206-146,58.5%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2015,32,22,10,68.8%,46-23,66.7%,369-270,57.7%,7-4,63.6%,0,,,,,,,,,,,,W (2x)
2014,62,39,23,62.9%,86-55,61.0%,674-572,54.1%,5-3,62.5%,0,,,,,,,,,,,,W (3x)
2013,66,46,20,69.7%,94-51,64.8%,732-597,55.1%,10-5,66.7%,0,,,,,,,,,,,,W (2x)
2012,54,29,25,53.7%,59-55,51.8%,544-515,51.4%,3-10,23.1%,0,,,,,,,,,,,,F (3x)
2011,44,24,20,54.5%,55-44,55.6%,476-491,49.2%,8-4,66.7%,0,,,,,,,,,,,,F (Madrid 10K)
2010,17,6,11,35.3%,12-25,32.4%,138-178,43.7%,0-1,0.0%,0,,,,,,,,,,,,QF (Cantanhede 10K)
2009,25,8,17,32.0%,19-37,33.9%,211-271,43.8%,1-2,33.3%,0,,,,,,,,,,,,QF (2x)
2008,23,12,11,52.2%,27-27,50.0%,242-248,49.4%,4-1,80.0%,0,,,,,,,,,,,,SF (Badajoz 10K)
2007,11,3,8,27.3%,7-19,26.9%,97-147,39.8%,0-2,0.0%,0,,,,,,,,,,,,R16 (3x)
2006,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Granada 10K)
Career,671,416,255,62.0%,895-611,59.4%,7390-6432,53.5%,81-63,56.3%,77,62.9%,43.6%,1.0%,3.1%,70.1%,58.8%,46.1%,55.0%,47.2%,51.1%,1.05,
