Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Bogota R32,L vs Serban,11,45,0.2,6.6%,26.9%,11,43,0.3,7.8%,30.5%,6.4%,1.4%,0.4,11.4%,26.9%
2025 Austin R32,W vs Rapolu,17,30,0.6,13.9%,24.6%,16,28,0.6,14.3%,25.0%,8.0%,6.3%,0.4,8.2%,18.9%
2024 Indian Wells R128,W vs Kessler,18,42,0.4,11.5%,26.9%,18,41,0.4,12.2%,27.7%,6.8%,5.4%,0.4,9.6%,24.4%
2023 Wimbledon R128,L vs Sasnovich,9,19,0.5,9.0%,19.0%,8,12,0.7,9.5%,14.3%,8.3%,1.2%,1.5,26.0%,17.0%
2023 Roland Garros R128,L vs Hunter,26,41,0.6,14.3%,22.5%,25,37,0.7,14.3%,21.1%,10.9%,3.4%,1.1,18.7%,17.0%
2023 Australian Open R32,L vs Vekic,12,21,0.6,14.3%,25.0%,11,17,0.6,14.9%,23.0%,8.1%,6.8%,1.9,25.0%,13.1%
2023 Australian Open R128,W vs Haddad Maia,32,38,0.8,20.8%,24.7%,31,37,0.8,21.5%,25.7%,13.9%,7.6%,0.6,12.3%,20.8%
2023 United Cup RR,L vs Swan,26,45,0.6,17.2%,29.8%,26,41,0.6,18.8%,29.7%,12.3%,5.8%,1.1,20.5%,17.9%
2022 BJK Cup Finals RR: ESP vs KAZ RR,W vs Putintseva,41,49,0.8,17.7%,21.1%,40,46,0.9,18.2%,20.9%,13.2%,5.0%,0.7,12.9%,18.5%
2022 US Open R128,L vs Galfi,6,25,0.2,5.8%,24.0%,6,23,0.3,6.3%,24.0%,2.1%,4.2%,0.8,20.2%,25.0%
2022 Toronto R64,L vs Williams,25,27,0.9,16.4%,17.8%,23,23,1.0,16.9%,16.9%,9.6%,7.4%,1.1,21.7%,19.7%
2022 Wimbledon R128,L vs Liu,8,24,0.3,7.1%,21.4%,7,24,0.3,6.9%,23.8%,3.0%,3.0%,1.0,23.2%,23.2%
2022 Roland Garros R128,L vs Jeanjean,16,26,0.6,13.4%,21.8%,16,24,0.7,15.1%,22.6%,7.5%,7.5%,1.4,22.7%,16.0%
2022 Rome R32,L vs Andreescu,17,28,0.6,13.5%,22.2%,16,26,0.6,13.4%,21.8%,8.4%,5.0%,0.8,19.0%,23.0%
2022 BJK Cup QLS R1: ESP vs NED RR,W vs Rus,15,26,0.6,11.7%,20.3%,14,26,0.5,11.7%,21.7%,10.0%,1.7%,0.5,14.8%,27.3%
2022 Monterrey SF,L vs Osorio,13,29,0.4,9.8%,21.8%,12,28,0.4,9.4%,22.0%,7.1%,2.4%,0.8,15.8%,19.5%
2022 Monterrey QF,W vs Sorribes Tormo,30,71,0.4,13.8%,32.6%,30,71,0.4,14.0%,33.2%,8.9%,5.1%,0.5,10.6%,21.1%
2021 US Open R128,L vs Gracheva,23,50,0.5,11.8%,25.6%,21,48,0.4,11.6%,26.5%,8.3%,3.3%,0.5,11.8%,23.1%
2021 Gdynia R16,W vs Anshba,33,36,0.9,26.0%,28.3%,33,34,1.0,26.6%,27.4%,16.9%,9.7%,0.4,6.3%,15.0%
2021 Bogota R16,W vs Rus,6,52,0.1,3.2%,28.0%,6,50,0.1,3.4%,28.4%,2.8%,0.6%,0.2,7.5%,32.8%
Career (22 matches),,438,790,0.6,13.7%,24.8%,424,742,0.6,14.3%,25.1%,9.4%,4.9%,0.7,14.7%,21.9%
