Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2002,53,668,46,1868,47,1773,24,1861,,,,
2001,17,1548,14,1990,16,1886,10,1972,10,1814,,
2000,8,2131,12,2057,12,1965,7,2008,11,1858,,
1999,17,1435,10,2070,8,1994,9,2022,7,1914,,
1998,4,3417,8,2132,8,2053,8,2055,5,1990,,
1997,9,2317,10,2130,8,2035,8,2102,3,2037,,
1996,3,3668,7,2193,6,2119,3,2186,3,2053,,
1995,3,228,3,2276,2,2183,2,2253,3,2071,,
1994,2,311,1,2408,2,2315,2,2335,2,2090,,
1993,2,243,3,2336,3,2219,3,2271,3,2046,,
1992,4,177,3,2340,3,2245,4,2232,5,2041,,
1991,5,153,6,2235,6,2111,6,2145,5,2012,,
1990,7,112,8,2182,7,2073,5,2109,8,1958,,
1989,5,121,6,2182,6,2017,5,2123,10,1882,,
1988,18,42,21,1926,48,1707,14,1901,64,1616,,
1987,54,14,97,1698,180,1472,40,1734,119,1510,,
1986,81,9,87,1716,138,1524,54,1701,,,,
