Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2000 Roland Garros SF,L vs Martinez,94.5%,40.4%,1.8%,1/0,2.64,51.6%,94.7%,36.1%,0.0%,2.79,75.0%,94.1%,50.0%,5.9%,2.37,9.1%
2000 Hilton Head F,L vs Pierce,76.9%,36.7%,7.7%,2/1,2.66,2.4%,72.0%,27.8%,8.0%,2.68,3.2%,92.3%,50.0%,7.7%,2.58,0.0%
1999 Roland Garros SF,L vs Hingis,86.9%,43.4%,1.6%,1/0,2.46,0.0%,83.3%,42.9%,0.0%,2.60,0.0%,100.0%,44.4%,5.6%,2.13,0.0%
1998 Montreal F,L vs Seles,72.3%,29.4%,6.4%,1/2,2.66,7.0%,66.7%,38.9%,3.7%,2.53,7.1%,80.0%,18.8%,10.0%,3.05,6.7%
1998 Roland Garros F,W vs Seles,88.6%,44.3%,11.4%,5/4,2.36,3.8%,89.5%,43.1%,7.0%,2.32,5.1%,86.4%,47.4%,22.7%,2.47,0.0%
1998 Roland Garros SF,W vs Davenport,94.4%,65.7%,9.9%,5/2,2.67,0.0%,96.2%,62.7%,1.9%,2.67,0.0%,94.1%,75.0%,35.3%,2.66,0.0%
1997 Wimbledon SF,L vs Novotna,37.8%,58.8%,8.9%,1/3,2.33,100.0%,68.4%,61.5%,10.5%,2.27,100.0%,66.7%,50.0%,33.3%,2.37,100.0%
1996 Toronto F,L vs Seles,52.8%,53.6%,5.7%,1/2,2.50,6.1%,75.0%,50.0%,4.2%,2.28,10.0%,76.9%,60.0%,15.4%,2.84,0.0%
1996 Olympics F,L vs Davenport,84.9%,43.5%,2.7%,1/1,2.54,0.0%,87.8%,33.3%,2.4%,2.62,0.0%,86.7%,57.7%,3.3%,2.43,0.0%
1996 Wimbledon F,L vs Graf,76.6%,42.4%,7.8%,5/1,1.89,40.5%,81.1%,39.5%,5.7%,1.56,66.7%,80.0%,50.0%,15.0%,2.23,14.3%
1996 Wimbledon F,L vs Graf,76.6%,42.4%,7.8%,5/1,1.96,36.2%,81.1%,39.5%,5.7%,1.74,60.9%,80.0%,50.0%,15.0%,2.16,12.5%
1996 Wimbledon SF,W vs Mcgrath,63.0%,58.8%,1.9%,1/0,2.34,10.0%,81.0%,47.1%,4.8%,2.01,16.7%,94.4%,70.6%,0.0%,2.85,0.0%
1996 Roland Garros F,L vs Graf,77.6%,45.2%,1.5%,1/1,2.15,54.5%,82.4%,41.0%,0.0%,2.16,65.1%,95.6%,51.2%,4.4%,2.12,28.0%
1996 Hilton Head F,W vs Paulus,90.3%,49.2%,1.4%,1/0,2.68,8.3%,96.4%,50.0%,0.0%,2.60,17.4%,91.7%,45.5%,8.3%,2.76,0.0%
1995 Wimbledon F,L vs Graf,81.2%,34.8%,7.1%,4/2,1.98,56.8%,82.4%,38.1%,3.9%,1.91,81.0%,90.0%,29.6%,13.3%,2.10,10.0%
1995 Wimbledon SF,W vs Martinez,87.0%,53.8%,5.4%,2/3,2.47,32.1%,84.4%,61.1%,4.7%,2.36,52.2%,96.3%,38.5%,7.4%,2.64,3.1%
1995 Roland Garros F,L vs Graf,77.6%,44.1%,6.6%,5/0,2.27,49.3%,87.0%,50.0%,8.7%,2.36,66.0%,70.4%,31.6%,3.7%,2.04,5.3%
1995 Roland Garros SF,W vs Date Krumm,88.7%,56.4%,6.5%,1/3,2.87,0.0%,94.4%,55.9%,2.8%,2.91,0.0%,100.0%,57.1%,14.3%,2.84,0.0%
1995 Rome F,L vs Martinez,86.4%,39.5%,2.3%,1/0,2.35,32.3%,86.7%,42.3%,0.0%,2.50,47.7%,92.3%,33.3%,7.7%,2.05,0.0%
1995 Australian Open F,L vs Pierce,85.7%,42.9%,4.1%,1/1,1.87,3.8%,89.7%,38.5%,0.0%,1.83,8.0%,88.9%,50.0%,11.1%,1.90,0.0%
Career (59 matches),,80.6%,48.8%,4.6%,66.8%,2.40,33.9%,84.0%,46.4%,3.0%,2.37,41.6%,91.7%,53.3%,8.6%,2.46,13.7%
