Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2024-01-29),1763,1,,,,,,,,,,,,
2023,912,17,,,,,,,,,,,,
2022,815,21,,,,,,,,,,,,
2021,234,273,195,1560,168,1538,194,1500,150,1506,,,,
2020,278,189,163,1561,146,1534,155,1514,,,,,,
2019,223,218,163,1590,155,1554,155,1538,129,1535,,,,
2018,130,440,144,1625,129,1597,156,1528,106,1556,457,45,,
2017,180,287,151,1605,139,1580,149,1541,,,1241,15,,
2016,493,76,166,1588,146,1565,160,1525,135,1517,1266,15,,
2015,222,231,137,1616,119,1596,140,1557,151,1512,,,,
2014,141,378,115,1657,96,1640,138,1574,137,1520,543,98,,
2013,159,327,145,1616,131,1579,121,1595,141,1499,807,43,,
2012,123,462,141,1616,144,1562,127,1588,117,1541,533,99,,
2011,94,587,127,1642,119,1599,168,1521,93,1574,159,480,,
2010,187,282,132,1625,123,1583,180,1514,,,460,110,,
2009,239,188,282,1451,260,1419,246,1434,190,1447,471,106,,
2008,225,176,268,1463,214,1460,233,1453,199,1420,363,141,,
2007,173,243,197,1538,146,1536,208,1472,191,1431,345,156,,
2006,332,110,290,1428,269,1380,270,1399,,,983,19,,
2005,648,28,,,,,,,,,750,36,,
2004,1100,5,,,,,,,,,1452,5,,
