Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,1,0,1,0.0%,1-1,50.0%,9-9,50.0%,0-0,-,1,75.0%,9.1%,8.3%,3.6%,59.5%,66.0%,47.1%,58.3%,31.7%,46.9%,0.76,R32 (Antalya)
2019,7,3,4,42.9%,7-10,41.2%,84-94,47.2%,2-2,50.0%,7,73.9%,19.8%,8.7%,3.8%,61.7%,70.1%,45.1%,60.5%,36.1%,48.6%,0.91,QF (Marseille)
2018,9,5,4,55.6%,11-12,47.8%,103-116,47.0%,2-2,50.0%,9,73.8%,20.4%,8.2%,1.6%,63.6%,69.4%,43.4%,59.9%,36.3%,48.0%,0.90,F (Metz)
2016,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,50.0%,30.0%,4.4%,1.5%,67.6%,60.9%,27.3%,50.0%,36.4%,43.9%,0.73,R32 (Munich)
2015,6,2,4,33.3%,5-10,33.3%,82-87,48.5%,1-4,20.0%,6,84.1%,14.6%,7.7%,4.7%,61.6%,70.5%,53.2%,63.9%,35.9%,49.4%,0.99,R16 (Stuttgart)
2014,6,4,2,66.7%,9-8,52.9%,88-81,52.1%,2-2,50.0%,6,85.7%,17.3%,10.9%,2.4%,66.1%,75.2%,54.2%,68.1%,34.3%,51.2%,1.07,SF (Stockholm)
2013,6,1,5,16.7%,5-10,33.3%,65-86,43.0%,2-1,66.7%,6,70.7%,13.7%,8.0%,4.2%,54.5%,70.7%,43.9%,58.5%,32.7%,46.4%,0.79,R16 (Rotterdam)
2012,27,10,17,37.0%,26-43,37.7%,314-355,46.9%,5-7,41.7%,27,75.2%,18.7%,7.7%,3.3%,56.2%,72.6%,46.5%,61.2%,35.6%,48.7%,0.92,SF (Bucharest)
2011,14,4,10,28.6%,12-23,34.3%,164-183,47.3%,2-4,33.3%,14,75.9%,19.3%,9.5%,4.1%,59.1%,72.4%,47.7%,62.3%,35.4%,48.7%,0.94,QF (Bangkok)
2010,3,1,2,33.3%,3-5,37.5%,40-41,49.4%,0-1,0.0%,3,82.9%,15.4%,8.6%,3.4%,66.5%,74.2%,51.3%,66.5%,37.8%,50.7%,1.13,R16 (Stockholm)
2008,4,0,4,0.0%,2-8,20.0%,40-56,41.7%,0-2,0.0%,4,67.4%,18.8%,7.6%,5.3%,55.3%,74.4%,40.4%,59.2%,35.7%,47.5%,0.88,R32 (4x)
2007,2,1,1,50.0%,3-3,50.0%,32-32,50.0%,1-1,50.0%,2,74.2%,25.8%,9.4%,2.3%,55.4%,67.8%,53.7%,61.5%,34.5%,48.6%,0.90,R16 (Munich)
Career,86,31,55,36.0%,84-135,38.4%,1029-1152,47.2%,17-26,39.5%,86,75.9%,18.4%,8.4%,3.5%,59.3%,71.7%,47.0%,61.6%,35.5%,48.7%,0.92,
