Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,47,18,29,38.3%,51-71,41.8%,585-629,48.2%,6-15,28.6%,47,78.9%,17.8%,9.0%,3.3%,61.0%,72.9%,47.9%,63.1%,35.4%,49.2%,0.96
Clay,30,11,19,36.7%,28-47,37.3%,341-397,46.2%,10-6,62.5%,30,70.3%,20.9%,7.6%,3.7%,56.3%,70.1%,44.7%,59.0%,36.9%,48.2%,0.90
Grass,9,2,7,22.2%,5-17,22.7%,103-126,45.0%,1-5,16.7%,9,78.4%,13.4%,7.9%,3.1%,60.2%,70.8%,50.5%,62.7%,31.0%,47.1%,0.83
Grand Slams,11,2,9,18.2%,11-27,28.9%,169-204,45.3%,3-4,42.9%,11,75.4%,15.3%,7.1%,4.4%,60.4%,70.2%,47.3%,61.1%,33.9%,47.6%,0.87
Masters,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,17.0%,2.1%,55.3%,73.1%,42.9%,59.6%,32.8%,44.4%,0.81
Other Tours,74,29,45,39.2%,73-106,40.8%,854-936,47.7%,14-22,38.9%,74,76.1%,19.2%,8.6%,3.3%,59.1%,72.0%,46.9%,61.8%,35.8%,48.9%,0.94
Best of 5,11,2,9,18.2%,11-27,28.9%,169-204,45.3%,3-4,42.9%,11,75.4%,15.3%,7.1%,4.4%,60.4%,70.2%,47.3%,61.1%,33.9%,47.6%,0.87
Best of 3,75,29,46,38.7%,73-108,40.3%,860-948,47.6%,14-22,38.9%,75,76.0%,19.0%,8.7%,3.3%,59.0%,72.0%,46.9%,61.7%,35.8%,48.9%,0.94
Finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,66.7%,10.0%,3.4%,0.0%,62.7%,67.6%,31.8%,54.2%,23.2%,39.1%,0.51
Semi-finals,3,1,2,33.3%,2-5,28.6%,32-41,43.8%,0-1,0.0%,3,72.2%,16.7%,11.1%,1.9%,59.6%,68.9%,42.2%,58.1%,31.9%,46.8%,0.76
Quarter-finals,6,3,3,50.0%,8-8,50.0%,73-70,51.0%,0-0,-,6,79.5%,21.4%,10.3%,3.1%,58.5%,75.4%,45.3%,62.9%,36.2%,49.9%,0.98
vs Righties,74,25,49,33.8%,71-117,37.8%,881-991,47.1%,14-23,37.8%,74,76.0%,18.1%,8.0%,3.5%,59.5%,71.2%,47.3%,61.5%,35.3%,48.5%,0.92
vs Lefties,12,6,6,50.0%,13-18,41.9%,148-161,47.9%,3-3,50.0%,12,75.7%,19.9%,11.1%,3.4%,57.8%,74.7%,45.2%,62.2%,36.4%,49.5%,0.96
vs Top 10,5,0,5,0.0%,1-13,7.1%,58-87,40.0%,1-3,25.0%,5,69.6%,12.5%,7.1%,3.9%,62.2%,67.4%,46.4%,59.5%,29.7%,44.8%,0.73
