Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Jiujiang R32,W vs Zheng,57% (4/7),100% (4/4),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2024 US Open R128,L vs Townsend,50% (5/10),40% (2/5),0/3,60% (6/10),17% (1/6),1/2,0/1,0/2,0/0,0/1
2024 Wimbledon R128,L vs Keys,27% (3/11),33% (1/3),0/2,45% (5/11),60% (3/5),1/1,0/0,1/1,0/0,0/0
2023 BJK Cup Finals F,L vs Stakusic,36% (4/11),100% (4/4),1/5,70% (7/10),14% (1/7),1/4,0/1,1/2,0/0,1/1
2023 Guadalajara QF,L vs Dolehide,31% (5/16),80% (4/5),1/3,50% (7/14),57% (4/7),3/3,0/0,1/1,0/0,1/1
2023 US Open R64,L vs Vondrousova,25% (2/8),50% (1/2),1/5,75% (6/8),17% (1/6),0/1,0/0,1/1,0/0,1/1
2023 US Open R128,W vs Putintseva,40% (6/15),83% (5/6),1/7,73% (11/15),27% (3/11),2/5,0/1,1/1,0/1,1/1
2023 Hamburg R32,W vs Kalieva,100% (6/6),100% (6/6),1/1,14% (1/7),0% (0/1),5/6,2/2,0/0,1/1,0/0
2023 Wimbledon R128,L vs Sorribes Tormo,38% (3/8),0% (0/3),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/1
2023 Roland Garros R128,L vs Svitolina,0% (0/8),- (0/0),0/2,50% (4/8),0% (0/4),0/0,0/0,0/2,0/0,0/1
2023 Miami QF,L vs Rybakina,25% (2/8),50% (1/2),0/5,86% (6/7),17% (1/6),0/1,0/0,0/0,0/0,0/0
2023 Indian Wells R32,L vs Muchova,33% (5/15),60% (3/5),1/2,50% (7/14),57% (4/7),2/2,0/0,0/1,0/0,0/0
2023 Indian Wells R64,W vs Brengle,77% (10/13),90% (9/10),4/6,43% (6/14),0% (0/6),5/9,2/2,0/0,1/1,0/0
2023 Abu Dhabi R32,L vs Mertens,14% (1/7),0% (0/1),0/3,71% (5/7),0% (0/5),0/0,0/0,0/2,0/0,0/1
2023 United Cup SF,W vs Sakkari,47% (8/17),88% (7/8),1/4,38% (6/16),33% (2/6),5/6,1/1,2/2,1/1,1/1
2023 United Cup RR,W vs Helgo,44% (7/16),86% (6/7),0/5,67% (10/15),50% (5/10),5/5,1/1,2/2,0/0,0/0
2023 United Cup RR,L vs Swiatek,22% (2/9),50% (1/2),1/4,67% (6/9),33% (2/6),1/1,0/0,2/2,0/0,1/1
2022 BJK Cup Finals RR: CAN vs ITA RR,L vs Fernandez,0% (0/6),- (0/0),0/6,100% (6/6),0% (0/6),0/0,0/0,0/0,0/0,0/0
2022 Guadalajara 2 R16,L vs Gauff,63% (5/8),20% (1/5),0/4,71% (5/7),0% (0/5),0/1,0/0,0/1,0/0,0/0
2022 US Open R128,L vs Rodina,44% (4/9),50% (2/4),1/5,60% (6/10),0% (0/6),0/2,0/0,0/1,0/0,0/1
2024 (3 matches),,42.9%,58.3%,0.0%,44.8%,46.2%,85.7%,66.7%,33.3%,100.0%,0.0%
2023 (14 matches),,38.9%,77.0%,21.8%,56.6%,26.7%,67.4%,75.0%,58.8%,75.0%,66.7%
2022 (13 matches),,48.7%,75.4%,25.5%,56.3%,14.9%,55.0%,75.0%,33.3%,57.1%,0.0%
2021 (8 matches),,50.0%,79.2%,47.4%,58.2%,24.6%,48.4%,75.0%,37.5%,100.0%,33.3%
2020 (5 matches),,54.5%,86.7%,44.8%,64.9%,16.2%,50.0%,14.3%,60.0%,33.3%,50.0%
Career (125 matches),,53.8%,81.9%,41.1%,53.0%,21.7%,62.3%,61.9%,56.0%,70.2%,46.5%
