Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Jiangxi R32,W vs Zheng,0.0%,-,5.1%,66.7%,15.8%,27.8%,6.7%,3.4%,0.0%,0.4%,0.0%,-51,-42
2023 BJK Cup Finals RR,L vs Stakusic,0.0%,-,13.6%,68.4%,11.3%,19.4%,13.3%,4.4%,5.9%,0.9%,33.3%,-38,-38
2023 Guadalajara QF,L vs Dolehide,0.0%,-,5.8%,76.9%,13.3%,22.0%,6.9%,3.5%,0.0%,0.0%,-,34,49
2023 Guadalajara R64,W vs Schuurs,0.0%,-,12.3%,100.0%,30.8%,26.7%,20.0%,15.8%,42.9%,0.0%,-,103,119
2023 US Open R128,W vs Putintseva,0.0%,-,18.2%,70.7%,6.0%,8.5%,4.0%,5.1%,4.0%,2.1%,21.4%,-31,-38
2023 Hamburg R32,W vs Kalieva,0.0%,-,9.7%,71.4%,16.7%,27.3%,0.0%,4.3%,7.1%,1.5%,100.0%,-81,-44
2023 Roland Garros R128,L vs Svitolina,0.0%,-,8.5%,62.5%,10.4%,22.7%,0.0%,5.7%,9.1%,2.5%,50.0%,3,2
2023 Miami QF,L vs Rybakina,0.0%,-,3.0%,66.7%,13.0%,15.4%,0.0%,8.8%,0.0%,0.8%,0.0%,-28,-36
2023 Indian Wells R32,L vs Muchova,0.0%,-,3.6%,85.7%,12.8%,18.4%,23.1%,5.6%,7.1%,0.0%,-,55,42
2023 Indian Wells R64,W vs Brengle,0.0%,-,19.9%,72.2%,10.5%,19.4%,0.0%,2.8%,0.0%,0.6%,66.7%,-15,-29
2023 Abu Dhabi R32,L vs Mertens,0.0%,-,10.7%,66.7%,7.8%,22.2%,0.0%,6.8%,18.2%,0.6%,0.0%,0,-10
2023 United Cup SF,W vs Sakkari,0.0%,-,6.0%,53.8%,13.4%,29.3%,8.0%,5.5%,8.6%,1.2%,33.3%,-32,-49
2023 United Cup RR,L vs Swiatek,0.0%,-,10.3%,85.7%,13.8%,27.8%,8.3%,4.2%,0.0%,0.5%,0.0%,-40,-55
2023 United Cup RR,W vs Helgo,0.0%,-,7.0%,68.8%,15.2%,37.5%,4.8%,2.8%,6.3%,1.0%,100.0%,3,16
2022 BJK Cup Finals RR,L vs Fernandez,0.0%,-,9.4%,33.3%,9.3%,15.4%,0.0%,0.0%,0.0%,0.0%,-,-33,-67
2022 Guadalajara R16,L vs Gauff,0.0%,-,1.0%,0.0%,11.7%,18.8%,11.1%,5.6%,0.0%,0.0%,-,69,57
2022 US Open R128,L vs Rodina,0.0%,-,11.8%,68.8%,9.1%,10.5%,5.9%,2.1%,5.9%,1.1%,25.0%,2,19
2022 Budapest QF,L vs Bondar,0.0%,-,12.5%,73.3%,10.4%,12.5%,4.3%,5.5%,0.0%,1.5%,75.0%,61,24
2022 Budapest R32,W vs Szabanin,0.0%,-,6.3%,87.5%,20.0%,40.7%,0.0%,6.1%,25.0%,1.0%,0.0%,7,34
2022 Bad Homburg R32,L vs Andreescu,0.0%,-,6.7%,71.4%,4.8%,0.0%,0.0%,0.0%,0.0%,1.3%,0.0%,34,15
Career (37 matches),,0.0%,100.0%,9.4%,71.8%,11.4%,17.9%,6.9%,5.1%,7.5%,1.1%,46.2%,-18,-21
