Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Jiangxi R32,W vs Zheng,4.9,4.9,4.8,57.9%,54.2%,66.7%,56.3%,57.8%,19.8%,14.5,10.4,6.0,7.2
2023 BJK Cup Finals RR,L vs Stakusic,5.4,5.7,5.0,34.5%,57.8%,41.2%,43.5%,56.4%,15.5%,2.5,1.4,-1.5,-1.3
2023 Guadalajara QF,L vs Dolehide,3.8,3.8,3.8,49.6%,57.9%,36.4%,31.3%,66.9%,16.7%,-0.5,-0.2,-4.0,-4.1
2023 Guadalajara R64,W vs Schuurs,3.3,3.0,3.6,66.0%,77.8%,66.7%,75.0%,67.6%,3.0%,16.5,23.9,7.0,21.9
2023 US Open R128,W vs Putintseva,6.6,5.7,7.3,35.1%,57.1%,48.6%,54.5%,56.3%,11.8%,3.0,0.9,-9.0,-3.9
2023 Hamburg R32,W vs Kalieva,4.4,3.6,5.3,68.4%,70.6%,87.5%,66.7%,54.1%,9.7%,12.5,17.6,4.5,8.2
2023 Roland Garros R128,L vs Svitolina,4.2,4.2,4.3,40.4%,37.9%,33.3%,50.0%,66.3%,1.8%,-3.5,-3.6,0.0,0.0
2023 Miami QF,L vs Rybakina,3.5,4.1,3.0,43.5%,45.5%,10.0%,33.3%,53.0%,14.5%,3.5,5.2,5.5,10.8
2023 Indian Wells R32,L vs Muchova,3.7,4.2,3.1,47.4%,40.0%,60.0%,70.0%,61.1%,14.7%,1.0,0.6,-2.0,-2.1
2023 Indian Wells R64,W vs Brengle,6.0,5.7,6.3,46.6%,57.1%,64.5%,58.3%,65.2%,8.4%,15.5,5.2,-3.0,-2.0
2023 Abu Dhabi R32,L vs Mertens,5.0,5.6,4.3,24.3%,42.3%,50.0%,23.1%,59.4%,15.5%,-12.5,-12.4,0.5,0.8
2023 United Cup SF,W vs Sakkari,5.3,6.1,4.4,55.6%,46.8%,54.5%,48.4%,52.6%,16.5%,17.0,6.8,8.0,4.1
2023 United Cup RR,L vs Swiatek,3.9,4.4,3.2,36.3%,54.5%,57.1%,44.4%,55.1%,20.2%,9.5,9.0,-5.0,-7.2
2023 United Cup RR,W vs Helgo,4.3,3.9,4.6,50.4%,45.8%,52.0%,59.1%,56.4%,15.3%,10.5,4.6,-6.0,-3.9
2022 BJK Cup Finals RR,L vs Fernandez,4.4,4.1,4.6,26.5%,14.3%,25.0%,25.0%,67.0%,27.0%,-8.0,-11.0,-7.0,-25.9
2022 Guadalajara R16,L vs Gauff,3.3,3.3,3.3,41.5%,38.1%,25.0%,16.7%,56.3%,16.1%,-6.0,-7.8,-5.5,-10.6
2022 US Open R128,L vs Rodina,5.8,5.7,5.8,51.8%,52.9%,16.7%,50.0%,62.3%,6.7%,3.0,1.4,-5.0,-4.2
2022 Budapest QF,L vs Bondar,5.2,5.4,4.9,37.5%,54.5%,50.0%,41.2%,68.1%,9.3%,1.0,0.6,-0.5,-0.6
2022 Budapest R32,W vs Szabanin,3.7,3.4,4.0,62.9%,48.6%,61.5%,66.7%,64.8%,16.2%,18.0,15.0,2.5,4.7
2022 Bad Homburg R32,L vs Andreescu,3.6,3.5,3.7,45.8%,28.1%,22.2%,75.0%,55.9%,23.9%,-1.0,-1.2,-13.0,-26.0
Career (37 matches),,4.8,4.8,4.7,48.5%,49.2%,50.0%,51.0%,57.8%,13.1%,6.1,3.8,-0.7,-0.7
