Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,5,2,3,40.0%,5-8,38.5%,61-72,45.9%,2-1,66.7%,5,69.2%,21.5%,7.6%,8.3%,57.1%,73.9%,39.0%,58.9%,38.8%,48.7%,0.94,R16 (2x)
2023,4,0,4,0.0%,3-9,25.0%,53-68,43.8%,0-2,0.0%,4,68.3%,20.3%,10.4%,9.2%,56.7%,70.1%,40.2%,57.1%,34.9%,46.7%,0.81,R32 (Geneva)
2022,26,4,22,15.4%,20-50,28.6%,290-396,42.3%,4-4,50.0%,26,67.1%,17.4%,8.3%,8.6%,50.6%,73.2%,40.4%,57.0%,34.8%,46.4%,0.81,R16 (Geneva)
2021,43,13,30,30.2%,36-65,35.6%,449-550,44.9%,6-8,42.9%,43,68.9%,21.1%,10.3%,9.5%,53.3%,73.3%,40.4%,57.9%,36.6%,47.5%,0.87,QF (4x)
2020,23,10,13,43.5%,29-35,45.3%,312-327,48.8%,4-11,26.7%,23,74.8%,23.6%,11.5%,7.3%,54.1%,75.4%,43.9%,60.9%,37.1%,49.1%,0.95,F (Auckland)
2019,60,32,28,53.3%,81-76,51.6%,781-782,50.0%,17-12,58.6%,60,77.9%,21.9%,11.4%,7.9%,52.0%,77.5%,45.5%,62.1%,37.5%,49.8%,0.99,W (2x)
2018,58,29,29,50.0%,77-75,50.7%,746-756,49.7%,17-13,56.7%,58,74.6%,24.6%,11.0%,6.7%,51.5%,76.3%,44.5%,60.9%,38.3%,49.6%,0.98,SF (2x)
2017,62,31,31,50.0%,78-72,52.0%,738-735,50.1%,18-9,66.7%,62,75.5%,24.1%,10.8%,6.0%,52.8%,75.6%,45.8%,61.5%,38.1%,50.0%,0.99,F (Metz)
2016,55,23,32,41.8%,63-80,44.1%,654-736,47.1%,10-13,43.5%,55,70.7%,23.7%,9.3%,5.4%,49.6%,72.1%,46.2%,59.1%,37.9%,48.6%,0.93,SF (4x)
2015,42,25,17,59.5%,62-51,54.9%,548-526,51.0%,9-3,75.0%,42,75.9%,25.3%,9.0%,4.7%,52.2%,73.1%,48.6%,61.4%,38.8%,50.2%,1.01,W (Bastad)
2014,27,9,18,33.3%,30-44,40.5%,358-387,48.1%,5-12,29.4%,27,76.2%,20.3%,11.6%,5.0%,52.9%,75.3%,46.0%,61.5%,35.9%,48.6%,0.93,QF (Casablanca)
2013,60,30,30,50.0%,78-71,52.3%,740-736,50.1%,17-13,56.7%,60,75.6%,24.3%,10.5%,4.6%,52.0%,74.1%,46.8%,61.0%,38.5%,49.9%,0.99,F (Montpellier)
2012,56,29,27,51.8%,74-71,51.0%,708-706,50.1%,11-14,44.0%,56,73.6%,26.4%,9.0%,5.5%,51.4%,72.9%,46.3%,60.0%,39.6%,49.8%,0.99,F (Belgrade)
2011,15,5,10,33.3%,14-26,35.0%,179-210,46.0%,2-5,28.6%,15,70.5%,22.4%,6.7%,4.2%,51.5%,71.5%,45.1%,58.7%,37.5%,48.3%,0.91,R16 (3x)
2010,5,1,4,20.0%,6-12,33.3%,86-102,45.7%,2-2,50.0%,5,75.0%,16.3%,11.5%,4.9%,52.2%,73.4%,46.2%,60.4%,34.3%,47.7%,0.87,R32 (2x)
Career,541,243,298,44.9%,656-745,46.8%,6703-7089,48.6%,124-122,50.4%,541,73.8%,23.2%,10.1%,6.3%,52.0%,74.4%,45.2%,60.3%,37.8%,49.2%,0.95,
