Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
27-Nov-2023,Maia CH,Clay,F,130,78,(1) Nuno Borges [POR] d. (3) Paire,6-1 6-4,0.58,7.1%,3.6%,57.1%,59.4%,33.3%,2/6,1:01
10-Jul-2023,San Benedetto Del Tronto CH,Clay,F,147,51,(8) Paire d. (1) Richard Gasquet [FRA],4-6 6-1 6-1,1.65,17.9%,3.0%,44.8%,90.0%,45.9%,2/5,1:37
08-May-2023,Francavilla Al Mare CH,Clay,F,160,190,(3) Alejandro Tabilo [CHI] d. (4) Paire,6-1 7-5,0.57,9.4%,9.4%,43.4%,65.2%,46.7%,1/5,1:02
06-Mar-2023,Puerto Vallarta CH,Hard,F,209,309,(5) Paire d. (Alt) Yuta Shimizu [JPN],3-6 6-0 6-2,1.34,10.6%,13.6%,48.5%,78.1%,41.2%,4/7,1:25
13-Jan-2020,Auckland,Hard,F,24,57,Ugo Humbert [FRA] d. (5) Paire,7-6(2) 3-6 7-6(5),1.05,13.2%,2.5%,54.5%,75.8%,49.1%,9/12,2:34
19-Aug-2019,Winston-Salem,Hard,F,30,41,(3) Hubert Hurkacz [POL] d. (1) Paire,6-3 3-6 6-3,0.88,11.5%,6.9%,54.0%,66.0%,37.5%,6/11,2:09
20-May-2019,Lyon,Clay,F,51,28,Paire d. (4) Felix Auger Aliassime [CAN],6-4 6-3,1.61,14.9%,4.3%,51.1%,79.2%,65.2%,0/1,1:20
08-Apr-2019,Marrakech,Clay,F,69,70,Paire d. Pablo Andujar [ESP],6-2 6-3,1.34,15.4%,5.8%,53.8%,89.3%,50.0%,1/1,1:05
25-Mar-2019,Marbella CH,Clay,F,67,88,(2) Pablo Andujar [ESP] d. (1) Paire,4-6 7-6(6) 6-4,0.97,9.0%,2.0%,51.0%,76.5%,44.9%,5/9,2:25
18-Sep-2017,Metz,Hard,F,41,95,(Q) Peter Gojowczyk [GER] d. (7) Paire,7-5 6-2,0.61,16.0%,10.7%,57.3%,79.1%,28.1%,3/6,1:07
