Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),,,413,1362,378,1336,313,1385,,,,,,
2025,796,34,389,1371,370,1346,301,1390,,,,,,
2024,415,109,292,1460,271,1427,218,1473,196,1452,1155,25,,
2023,117,557,167,1586,163,1538,133,1582,131,1526,,,,
2022,179,317,146,1628,121,1605,128,1595,112,1557,,,,
2021,46,1245,123,1662,111,1629,96,1651,87,1596,,,,
2020,28,1738,57,1759,60,1702,35,1747,,,81,1028,,
2019,24,1538,58,1786,72,1713,32,1779,44,1683,102,848,105,1571
2018,52,935,51,1778,56,1722,50,1731,46,1683,137,555,113,1549
2017,41,1155,61,1773,61,1714,54,1737,58,1661,172,405,111,1501
2016,47,960,83,1732,78,1687,55,1729,115,1547,178,420,127,1437
2015,19,1633,23,1892,22,1848,25,1833,68,1636,319,212,129,1410
2014,118,474,79,1734,70,1704,62,1709,100,1566,1139,20,,
2013,26,1345,48,1804,53,1739,38,1785,54,1659,91,835,117,1513
2012,47,867,60,1765,78,1671,67,1712,66,1651,382,155,125,1345
2011,95,586,134,1630,147,1557,99,1632,147,1492,314,193,,
2010,152,366,195,1539,194,1483,184,1513,161,1468,795,39,,
2009,331,125,,,,,,,,,1247,9,,
2008,629,34,,,,,,,,,1147,14,,
2007,679,25,,,,,,,,,,,,
