Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,301,132,169,43.9%,353-418,45.8%,3634-3911,48.2%,69-63,52.3%,301,74.3%,21.8%,11.4%,6.6%,51.8%,75.4%,44.9%,60.7%,37.1%,49.0%,0.94
Clay,188,87,101,46.3%,230-251,47.8%,2320-2412,49.0%,40-42,48.8%,188,71.1%,26.8%,7.8%,6.0%,50.9%,72.4%,45.0%,59.0%,39.6%,49.4%,0.96
Grass,52,24,28,46.2%,73-76,49.0%,749-766,49.4%,15-17,46.9%,52,79.9%,19.0%,11.3%,5.9%,56.2%,75.1%,47.5%,63.0%,35.5%,49.5%,0.96
Grand Slams,91,44,47,48.4%,171-177,49.1%,1704-1780,48.9%,41-29,58.6%,91,75.9%,21.8%,10.4%,6.1%,53.0%,74.0%,46.5%,61.1%,37.3%,49.3%,0.96
Masters,114,44,70,38.6%,111-151,42.4%,1226-1344,47.7%,18-25,41.9%,114,71.2%,24.4%,9.5%,6.9%,50.5%,73.0%,44.7%,59.0%,38.2%,48.8%,0.93
Other Tours,334,154,180,46.1%,371-415,47.2%,3748-3947,48.7%,65-68,48.9%,334,73.7%,23.4%,10.2%,6.2%,52.0%,74.9%,44.8%,60.5%,37.8%,49.2%,0.96
Best of 5,92,45,47,48.9%,174-177,49.6%,1723-1786,49.1%,41-29,58.6%,92,76.0%,22.1%,10.4%,6.1%,53.0%,74.1%,46.5%,61.1%,37.5%,49.4%,0.96
Best of 3,449,198,251,44.1%,482-568,45.9%,4980-5303,48.4%,83-93,47.2%,449,73.1%,23.6%,10.0%,6.4%,51.6%,74.5%,44.7%,60.1%,37.9%,49.1%,0.95
Finals,9,3,6,33.3%,8-12,40.0%,90-102,46.9%,1-2,33.3%,9,72.9%,20.4%,11.1%,4.9%,53.3%,75.1%,42.8%,60.0%,35.6%,48.4%,0.89
Semi-finals,24,9,15,37.5%,25-36,41.0%,254-301,45.8%,3-5,37.5%,24,72.7%,19.6%,10.9%,5.9%,51.9%,75.7%,43.7%,60.3%,35.7%,48.1%,0.90
Quarter-finals,40,24,16,60.0%,53-42,55.8%,466-457,50.5%,10-6,62.5%,40,76.0%,24.3%,10.7%,7.0%,52.3%,77.1%,43.5%,61.1%,38.3%,50.0%,0.98
vs Righties,478,214,264,44.8%,577-653,46.9%,5868-6202,48.6%,106-103,50.7%,478,73.7%,23.4%,10.1%,6.3%,52.0%,74.2%,45.1%,60.2%,37.8%,49.2%,0.95
vs Lefties,63,29,34,46.0%,79-92,46.2%,835-887,48.5%,18-19,48.6%,63,75.0%,22.1%,10.5%,6.4%,51.9%,75.8%,45.7%,61.3%,37.3%,49.3%,0.96
vs Top 10,55,7,48,12.7%,31-114,21.4%,548-828,39.8%,7-11,38.9%,55,66.5%,13.9%,8.0%,5.9%,51.5%,70.9%,41.8%,56.8%,32.9%,45.3%,0.76
