Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 US Open R128,L vs Norrie,3.2,2.8,3.7,36.3%,42.3%,21.4%,42.9%,55.9%,9.6%,-15.5,-18.7,2.5,3.4
2022 Canada R64,L vs Nishioka,4.4,2.8,5.6,46.6%,44.0%,18.2%,46.2%,54.4%,11.9%,-15.5,-13.0,-1.5,-1.6
2022 Washington R32,L vs Rune,3.2,2.5,3.7,38.8%,50.0%,66.7%,42.9%,57.7%,10.0%,-1.0,-1.4,-4.0,-7.5
2022 Washington R64,W vs Gojowczyk,2.4,2.3,2.4,49.0%,69.6%,60.0%,100.0%,42.1%,12.9%,-0.5,-1.2,-7.0,-11.7
2022 Geneva R16,L vs Ruud,3.2,2.9,3.5,33.3%,38.1%,75.0%,50.0%,57.3%,11.3%,-2.5,-3.8,-8.0,-17.4
2022 Monte Carlo R64,L vs Musetti,3.8,3.4,4.3,38.7%,53.3%,56.0%,62.5%,43.7%,10.5%,-3.0,-2.8,-7.0,-5.1
2022 Acapulco R32,L vs Medvedev,4.1,4.2,3.9,47.2%,33.3%,35.0%,42.9%,48.8%,13.0%,-3.5,-4.0,-14.0,-14.9
2021 Cincinnati QF,L vs Rublev,3.1,3.0,3.3,48.1%,41.7%,50.0%,42.9%,58.9%,13.9%,-11.0,-15.3,7.0,10.3
2021 Gstaad QF,L vs Ruud,2.8,2.4,3.2,43.4%,63.3%,30.0%,20.0%,54.0%,3.8%,-13.0,-15.7,4.0,5.3
2021 Queens Club R32,L vs Murray,3.1,3.3,3.0,41.5%,47.8%,66.7%,20.0%,46.4%,23.7%,-3.5,-8.5,-6.0,-13.6
2021 Madrid R32,L vs Tsitsipas,3.7,3.5,3.8,41.2%,31.8%,10.0%,50.0%,50.4%,9.1%,-9.0,-15.8,-6.0,-10.2
2021 Madrid R64,W vs Basilashvili,2.8,2.4,3.2,52.8%,61.9%,22.2%,75.0%,38.3%,12.6%,-1.0,-2.3,3.0,3.7
2021 Acapulco R32,L vs Tsitsipas,3.5,3.4,3.6,42.3%,30.0%,61.5%,14.3%,45.2%,1.2%,-11.5,-17.4,-0.5,-0.6
2021 Australian Open R128,L vs Gerasimov,3.8,3.0,4.6,47.3%,54.2%,47.1%,41.7%,53.5%,12.5%,-6.5,-2.7,21.5,10.5
2020 Dubai R32,W vs Cilic,2.8,2.7,3.0,47.6%,53.4%,66.7%,50.0%,43.5%,19.0%,7.0,7.9,3.5,3.2
2020 Auckland F,L vs Humbert,3.4,3.3,3.4,54.1%,50.0%,37.5%,46.2%,47.2%,19.9%,-13.0,-13.4,13.5,11.3
2020 Auckland SF,W vs Hurkacz,3.0,3.0,3.1,53.8%,50.0%,41.7%,50.0%,47.3%,20.2%,-3.0,-3.8,9.0,11.8
2020 Auckland R32,W vs Sinner,3.4,3.2,3.7,52.4%,51.0%,37.5%,55.6%,36.4%,12.8%,1.5,2.0,4.5,3.2
2020 ATP Cup RR,W vs Jarry,2.9,2.8,3.1,49.7%,58.8%,71.4%,37.5%,36.7%,9.8%,3.0,6.4,11.5,9.8
2019 Shanghai R64,W vs Cecchinato,2.8,2.5,3.1,57.0%,52.9%,42.9%,100.0%,41.5%,12.7%,0.5,1.9,8.0,11.8
Career (61 matches),,3.4,3.2,3.6,48.8%,50.4%,45.9%,42.6%,49.3%,12.4%,-2.3,-2.6,2.0,2.2
