Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,23,9,14,39.1%,21,8,13,38.1%,2011,2024,R32,23,0.94,12.7%,6.6%,53.2%,76.0%,44.6%,61.3%,36.5%,62.4%,32.2%
Roland Garros,16,Clay,33,17,16,51.5%,21,11,10,52.4%,2009,2024,R16,30,0.97,7.7%,5.8%,50.8%,70.8%,45.5%,58.4%,40.2%,60.1%,43.3%
Wimbledon,14,Grass,28,14,14,50.0%,17,12,5,70.6%,2010,2024,R16,28,0.95,10.9%,5.8%,56.3%,74.7%,47.4%,62.8%,35.5%,62.9%,37.6%
US Open,14,Hard,28,14,14,50.0%,21,13,8,61.9%,2010,2024,R16,28,1.00,10.1%,6.6%,51.8%,75.4%,47.9%,62.2%,37.7%,61.3%,34.9%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2016,2016,R32,2,1.02,9.0%,3.0%,49.0%,73.5%,48.0%,60.5%,40.2%,52.9%,40.9%
Davis Cup,2,,2,1,1,50.0%,0,0,0,-,2018,2019,,2,1.13,15.2%,11.0%,59.3%,77.9%,39.0%,62.1%,42.9%,66.7%,50.0%
Montpellier,10,Hard,23,13,10,56.5%,6,6,0,100.0%,2010,2025,F,23,0.94,11.8%,5.1%,54.2%,74.5%,45.2%,61.1%,36.7%,55.6%,35.6%
Houston,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2016,2024,R16,2,0.87,5.6%,9.3%,48.4%,70.5%,42.2%,55.9%,38.4%,72.0%,20.0%
Miami Masters,11,Hard,20,9,11,45.0%,5,1,4,20.0%,2012,2024,R32,20,0.95,11.5%,6.1%,52.1%,72.8%,47.6%,60.8%,37.1%,59.9%,40.8%
Indian Wells Masters,9,Hard,11,2,9,18.2%,3,0,3,0.0%,2012,2024,R32,11,0.93,8.7%,9.3%,46.4%,73.5%,40.1%,55.6%,41.2%,47.8%,43.5%
Geneva,3,Clay,4,1,3,25.0%,3,1,2,33.3%,2021,2023,R16,4,0.98,6.8%,7.7%,52.9%,76.0%,50.0%,63.8%,35.5%,46.2%,25.8%
Madrid Masters,9,Clay,18,9,9,50.0%,7,3,4,42.9%,2013,2023,R16,18,0.95,8.7%,7.9%,53.1%,73.1%,44.0%,59.5%,38.4%,63.4%,41.1%
