Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Norrie,101.1,115.2,7.8,122.2,110.3,125,98,83.8,6.6,79.0,87.5,99,72
2021 US Open R128,L vs Lajovic,99.6,110.4,11.0,114.2,103.4,125,68,86.8,6.2,96.0,90.7,106,69
2021 Wimbledon R128,L vs Schwartzman,107.2,116.2,8.0,119.9,114.6,124,86,94.8,9.2,107.4,95.5,122,80
2019 Wimbledon R16,L vs Bautista Agut,106.6,116.5,7.4,120.9,113.1,128,101,96.1,5.9,98.0,97.2,107,82
2019 Wimbledon R32,W vs Vesely,107.7,115.0,5.1,117.3,113.1,127,102,96.8,5.9,107.0,96.2,111,87
2019 Roland Garros R16,L vs Nishikori,108.0,118.6,6.6,,,129,95,92.4,5.0,,,108,81
2019 Roland Garros R32,W vs Carreno Busta,108.0,118.8,6.4,,,128,102,92.9,5.7,,,102,81
2019 Roland Garros R64,W vs Herbert,106.3,118.1,8.1,,,130,84,92.9,5.2,,,108,78
2019 Roland Garros R128,W vs Copil,103.6,118.1,8.2,,,127,97,89.6,5.4,,,105,77
2018 US Open R64,L vs Federer,107.3,119.0,7.4,122.9,109.7,129,100,87.6,5.0,93.7,89.0,102,80
2018 Wimbledon R32,L vs Del Potro,105.0,118.1,7.4,122.2,111.4,127,93,89.9,5.9,99.2,85.0,104,80
2018 Wimbledon R64,W vs Shapovalov,109.2,115.7,8.2,119.3,111.5,129,91,94.7,5.6,99.0,93.2,110,85
2017 Wimbledon R16,L vs Murray,107.7,118.0,5.2,120.2,115.6,126,105,93.1,6.2,99.8,94.3,108,84
2017 Wimbledon R32,W vs Janowicz,110.6,118.0,5.8,120.3,114.7,127,100,96.9,6.9,102.5,102.5,108,82
2017 Roland Garros R128,L vs Nadal,99.4,114.1,10.3,118.6,114.1,125,84,85.7,3.8,90.0,86.9,95,79
2017 Australian Open R32,L vs Thiem,102.9,115.6,7.7,119.7,114.3,124,87,89.5,4.8,93.2,91.2,100,80
2017 Australian Open R64,W vs Fognini,105.2,115.8,6.7,117.7,114.2,127,102,90.4,6.3,95.4,96.9,106,78
2017 Australian Open R128,W vs Haas,103.8,113.9,7.9,119.0,110.7,126,95,87.7,7.6,96.0,91.5,104,77
2016 US Open R64,L vs Baghdatis,103.6,113.6,10.1,,,127,77,93.1,7.3,,,105,73
2016 Roland Garros R64,L vs Gabashvili,95.9,106.7,11.3,,,126,73,83.4,7.8,,,99,62
Career (49 matches),,103.6,114.8,8.3,119.1,112.3,133,62,90.6,6.4,96.7,93.5,125,62
