Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 US Open R128,L vs Norrie,62.9%,40.9%,7.1%,2/3,-,9.6%,58.0%,27.6%,6.0%,-,21.7%,75.0%,66.7%,10.0%,-,0.0%
2022 Canada R64,L vs Nishioka,75.0%,41.2%,0.0%,0/0,-,18.8%,77.4%,41.5%,0.0%,-,35.3%,71.4%,40.0%,0.0%,-,0.0%
2022 Washington R32,L vs Rune,63.6%,42.9%,1.5%,1/0,-,31.0%,67.5%,29.6%,0.0%,-,45.0%,65.2%,66.7%,4.3%,-,0.0%
2022 Washington R64,W vs Gojowczyk,47.1%,59.4%,2.9%,1/1,-,3.3%,55.3%,66.7%,0.0%,-,6.3%,47.8%,45.5%,8.7%,-,0.0%
2022 Geneva R16,L vs Ruud,62.5%,53.3%,4.2%,0/2,-,12.9%,65.5%,57.9%,6.9%,-,22.2%,57.9%,45.5%,0.0%,-,0.0%
2022 Monte Carlo R64,L vs Musetti,73.9%,44.6%,5.7%,2/3,2.13,31.6%,72.4%,45.2%,3.4%,2.10,70.6%,88.5%,43.5%,11.5%,2.14,0.0%
2022 Acapulco R32,L vs Medvedev,59.4%,36.8%,3.1%,0/2,-,0.0%,62.2%,39.1%,2.7%,-,0.0%,83.3%,33.3%,5.6%,-,0.0%
2021 Cincinnati QF,L vs Rublev,52.7%,51.3%,8.1%,3/3,-,3.6%,43.2%,36.8%,6.8%,-,7.7%,71.4%,65.0%,10.7%,-,0.0%
2021 Gstaad QF,L vs Ruud,59.0%,38.8%,4.8%,4/0,-,4.3%,54.5%,26.7%,0.0%,-,8.7%,76.0%,57.9%,16.0%,-,0.0%
2021 Queens Club R32,L vs Murray,61.5%,43.8%,5.8%,1/2,-,12.1%,60.6%,45.0%,6.1%,-,23.5%,70.6%,41.7%,5.9%,-,0.0%
2021 Madrid R32,L vs Tsitsipas,66.7%,43.3%,2.2%,1/0,2.46,3.2%,68.8%,36.4%,0.0%,2.33,5.6%,66.7%,62.5%,8.3%,2.62,0.0%
2021 Madrid R64,W vs Basilashvili,71.6%,52.1%,7.5%,2/3,2.10,0.0%,71.9%,43.5%,15.6%,2.39,0.0%,80.6%,60.0%,0.0%,1.78,0.0%
2021 Acapulco R32,L vs Tsitsipas,62.0%,41.9%,0.0%,0/0,-,0.0%,53.1%,29.4%,0.0%,-,0.0%,87.5%,57.1%,0.0%,-,0.0%
2021 Australian Open R128,L vs Gerasimov,78.1%,52.8%,5.0%,3/5,1.96,2.2%,81.4%,46.8%,4.1%,2.09,4.2%,79.3%,63.0%,6.9%,1.84,0.0%
2020 Dubai R32,W vs Cilic,63.9%,52.6%,4.9%,3/3,2.21,9.0%,65.2%,46.5%,7.6%,2.32,17.1%,81.4%,60.0%,2.3%,2.11,0.0%
2020 Auckland F,L vs Humbert,68.2%,49.3%,7.5%,4/4,2.43,16.4%,66.7%,45.0%,10.0%,2.40,32.3%,78.6%,54.5%,4.8%,2.45,4.8%
2020 Auckland SF,W vs Hurkacz,63.1%,52.8%,7.1%,4/2,2.40,11.7%,64.0%,46.9%,6.0%,2.33,23.1%,80.8%,61.9%,11.5%,2.43,2.9%
2020 Auckland R32,W vs Sinner,69.1%,50.8%,7.4%,6/1,2.27,5.6%,67.2%,39.0%,6.6%,2.20,9.5%,85.7%,70.8%,10.7%,2.36,0.0%
2020 ATP Cup RR,W vs Jarry,61.5%,62.7%,9.4%,5/4,-,4.7%,51.6%,69.7%,1.6%,-,11.5%,86.7%,53.8%,26.7%,-,0.0%
2019 Shanghai R64,W vs Cecchinato,66.2%,53.2%,7.0%,2/3,-,21.4%,66.7%,50.0%,0.0%,-,33.3%,77.3%,58.8%,22.7%,-,12.5%
Career (61 matches),,66.6%,49.1%,4.8%,46.7%,2.20,15.3%,65.8%,44.1%,3.6%,2.09,26.3%,76.4%,57.1%,7.6%,2.29,6.3%
