Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,25,9,16,36.0%,4,1,3,25.0%,2000,2016,R64,11,0.92,5.4%,8.9%,56.0%,63.3%,44.3%,54.9%,41.7%,48.4%,41.2%
Roland Garros,17,Clay,22,5,17,22.7%,6,2,4,33.3%,1999,2016,R64,10,0.90,3.0%,6.0%,54.9%,56.1%,40.7%,49.2%,45.6%,54.3%,48.8%
Wimbledon,14,Grass,34,19,15,55.9%,3,2,1,66.7%,2000,2015,R64,9,0.76,1.8%,5.3%,60.0%,54.8%,41.4%,49.5%,38.5%,40.6%,25.8%
US Open,16,Hard,36,20,16,55.6%,7,5,2,71.4%,1999,2015,R32,10,0.93,2.8%,5.7%,58.4%,62.7%,47.0%,56.2%,40.9%,58.1%,44.9%
Fed Cup,1,,1,1,0,100.0%,2,2,0,100.0%,2012,2012,,0,,,,,,,,,,
Paris,12,Carpet,26,14,12,53.8%,5,3,2,60.0%,1999,2013,R16,5,0.90,6.5%,5.4%,62.6%,57.5%,42.3%,51.8%,43.4%,51.1%,33.3%
Strasbourg,10,Clay,22,11,11,50.0%,7,5,2,71.4%,1999,2012,R16,10,1.02,4.2%,4.7%,57.4%,58.8%,48.9%,54.6%,46.4%,51.1%,44.2%
Miami,9,Hard,24,15,9,62.5%,1,1,0,100.0%,2001,2013,R64,6,1.06,3.8%,5.4%,57.9%,61.8%,50.5%,57.0%,45.5%,69.2%,45.8%
Indian Wells,8,Hard,20,12,8,60.0%,2,0,2,0.0%,2002,2013,R64,9,1.04,2.2%,5.9%,59.9%,66.9%,43.1%,57.4%,44.3%,47.5%,49.2%
Memphis,6,Hard,14,8,6,57.1%,3,2,1,66.7%,2003,2013,QF,11,1.03,2.8%,5.3%,60.7%,62.7%,46.8%,56.5%,44.8%,58.0%,49.0%
Birmingham,6,Grass,14,8,6,57.1%,4,2,2,50.0%,2002,2012,QF,8,1.04,5.9%,6.8%,59.4%,65.8%,45.9%,57.8%,44.1%,51.8%,57.4%
