Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,91,32,59,35.2%,81-131,38.2%,886-1076,45.2%,9-7,56.3%,33,-,-,3.1%,7.0%,59.6%,61.3%,41.0%,53.1%,42.5%,47.9%,0.91
Clay,54,17,37,31.5%,46-78,37.1%,515-641,44.6%,11-6,64.7%,22,-,-,2.6%,6.0%,55.6%,57.0%,43.5%,51.0%,45.5%,48.4%,0.93
Grass,28,11,17,39.3%,26-36,41.9%,278-307,47.5%,3-2,60.0%,17,-,-,3.8%,6.0%,59.7%,60.2%,43.7%,53.5%,41.1%,47.4%,0.88
Carpet,4,2,2,50.0%,4-6,40.0%,38-45,45.8%,0-0,-,2,-,-,1.0%,6.7%,66.3%,56.5%,37.1%,50.0%,47.5%,48.7%,0.95
Grand Slams,53,13,40,24.5%,37-86,30.1%,472-651,42.0%,3-4,42.9%,31,-,-,3.1%,6.7%,57.6%,57.8%,41.4%,50.9%,41.9%,46.5%,0.85
Premiers,30,11,19,36.7%,26-42,38.2%,283-337,45.6%,3-2,60.0%,8,-,-,2.2%,7.2%,63.0%,61.9%,39.0%,53.4%,43.3%,48.4%,0.93
Internationals,75,31,44,41.3%,78-97,44.6%,783-863,47.6%,11-8,57.9%,31,-,-,3.3%,6.3%,58.2%,60.2%,44.2%,53.5%,44.7%,49.2%,0.96
Quarter-finals,7,0,7,0.0%,4-14,22.2%,62-105,37.1%,2-0,100.0%,1,-,-,1.1%,4.3%,50.0%,63.0%,43.5%,53.3%,40.2%,46.7%,0.86
vs Righties,163,56,107,34.4%,142-232,38.0%,1561-1902,45.1%,21-13,61.8%,68,-,-,3.0%,6.6%,58.2%,59.9%,42.7%,52.8%,43.2%,48.1%,0.91
vs Lefties,11,4,7,36.4%,11-16,40.7%,119-140,45.9%,2-1,66.7%,5,-,-,3.5%,5.3%,61.4%,56.7%,37.4%,49.3%,44.8%,46.9%,0.88
vs Top 10,12,1,11,8.3%,4-22,15.4%,72-150,32.4%,1-0,100.0%,4,-,-,1.3%,3.6%,58.9%,50.0%,39.1%,45.5%,32.5%,39.5%,0.60
