Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2016,370,102,,,,,,,,,263,227,,
2015,206,250,,,,,,,,,112,622,,
2014,198,249,,,,,,,,,180,326,,
2013,161,395,161,1566,157,1523,130,1553,127,1509,94,900,,
2012,102,673,136,1615,138,1560,120,1590,110,1542,93,874,,
2011,100,665,119,1639,128,1571,104,1610,104,1547,183,389,,
2010,168,345,155,1577,150,1540,140,1526,,,124,592,,
2009,163,348,152,1582,147,1538,134,1549,115,1524,,,,
2008,115,298,117,1661,114,1605,116,1580,72,1602,,,,
2007,128,272,103,1657,92,1631,109,1581,77,1577,,,,
2006,111,266,108,1670,100,1624,98,1602,86,1566,,,,
2005,94,374,101,1679,112,1603,94,1623,66,1614,,,,
2004,92,396,149,1586,149,1529,153,1508,87,1577,,,,
2003,101,364,121,1630,115,1595,138,1525,97,1552,,,,
2002,80,469,107,1659,99,1613,107,1595,108,1539,,,,
2001,126,265,112,1655,110,1600,133,1538,73,1595,,,,
2000,158,164,181,1462,182,1391,177,1435,154,1421,,,,
1999,173,136,,,,,,,,,,,,
1998,286,61,,,,,,,,,,,,
1997,779,5,,,,,,,,,,,,
