Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Roland Garros R128,L vs Sabalenka,0.0%,-,1.5%,100.0%,23.6%,16.7%,100.0%,4.2%,25.0%,3.0%,60.0%,25,3
2019 Rome R64,W vs Sasnovich,0.0%,-,4.3%,80.0%,16.5%,42.1%,100.0%,17.9%,40.0%,1.2%,0.0%,17,-20
2019 Madrid R64,L vs Osaka,0.0%,-,2.6%,75.0%,13.2%,19.4%,0.0%,11.6%,44.4%,7.5%,52.9%,-41,-56
2019 Miami R128,L vs Azarenka,0.0%,-,5.7%,90.9%,16.3%,34.2%,100.0%,10.5%,13.6%,1.0%,33.3%,17,19
2019 Indian Wells R64,L vs Andreescu,0.0%,-,6.4%,71.4%,7.3%,17.2%,0.0%,2.7%,0.0%,1.7%,0.0%,-20,-29
2018 Wuhan QF,L vs Sabalenka,0.0%,-,5.0%,50.0%,18.8%,33.3%,33.3%,6.1%,0.0%,0.0%,-,30,21
2018 Wuhan R32,W vs Halep,0.0%,-,9.3%,90.0%,16.8%,27.5%,50.0%,6.5%,26.7%,1.2%,66.7%,9,6
2018 Tokyo R16,L vs Osaka,0.0%,-,4.8%,75.0%,14.8%,33.3%,50.0%,4.7%,22.2%,2.3%,0.0%,63,67
2018 US Open R16,L vs Keys,0.0%,-,3.7%,50.0%,14.5%,21.7%,0.0%,4.3%,0.0%,0.7%,0.0%,-12,-20
2018 Wimbledon QF,L vs Ostapenko,0.0%,-,3.2%,75.0%,8.3%,11.1%,0.0%,5.9%,16.7%,1.5%,50.0%,-98,-74
2018 Wimbledon R16,W vs Hsieh,0.0%,-,7.3%,75.0%,21.4%,33.3%,66.7%,16.3%,40.0%,1.6%,33.3%,34,33
2018 Strasbourg F,L vs Pavlyuchenkova,0.0%,-,5.0%,71.4%,16.2%,25.5%,66.7%,6.3%,16.7%,1.7%,33.3%,-81,-27
2018 Budapest F,L vs Van Uytvanck,0.0%,-,7.4%,64.3%,14.8%,22.6%,50.0%,7.7%,21.4%,0.7%,0.0%,8,-14
2017 Wuhan R16,L vs Garcia,0.0%,-,3.9%,83.3%,19.5%,36.0%,0.0%,9.4%,25.0%,2.0%,25.0%,59,27
2017 US Open R64,L vs Stephens,0.0%,-,9.9%,68.2%,14.2%,18.8%,0.0%,3.8%,14.3%,1.4%,33.3%,14,-11
2017 Wimbledon R32,L vs Konjuh,0.0%,-,1.7%,100.0%,14.7%,22.2%,0.0%,7.8%,12.5%,0.7%,50.0%,-50,-15
2017 Birmingham R32,L vs Safarova,0.0%,-,3.3%,71.4%,12.6%,17.2%,25.0%,10.1%,23.1%,3.6%,40.0%,-13,19
2017 Madrid R32,L vs Dodin,0.0%,-,1.7%,50.0%,22.7%,27.3%,0.0%,17.4%,50.0%,4.6%,60.0%,-3,-11
2017 Miami R16,L vs Safarova,0.0%,-,1.3%,0.0%,11.5%,17.2%,0.0%,12.5%,23.5%,1.8%,25.0%,57,32
2017 Miami R64,W vs Cepede Royg,0.0%,-,5.5%,85.7%,9.8%,20.0%,100.0%,8.1%,20.0%,1.2%,33.3%,7,-6
Career (64 matches),,0.0%,-,5.0%,73.4%,15.0%,23.9%,21.8%,8.8%,25.3%,1.6%,41.7%,15,5
