Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Roland Garros R128,L vs Sabalenka,3.2,3.7,2.8,39.8%,48.3%,33.3%,100.0%,43.4%,22.3%,11.5,16.7,-6.0,-8.2
2019 Rome R64,W vs Sasnovich,3.6,4.1,3.2,55.7%,46.9%,66.7%,80.0%,64.5%,21.7%,15.0,14.2,3.5,7.6
2019 Madrid R64,L vs Osaka,3.8,4.2,3.3,44.6%,50.0%,42.9%,50.0%,57.9%,36.5%,8.5,7.0,5.5,9.3
2019 Miami R128,L vs Azarenka,4.0,4.5,3.4,40.4%,58.0%,46.2%,71.4%,57.7%,13.0%,14.0,8.0,6.5,5.8
2019 Indian Wells R64,L vs Andreescu,4.8,5.0,4.6,40.8%,30.8%,65.2%,36.4%,56.0%,10.7%,2.5,1.9,-7.0,-7.7
2018 Wuhan QF,L vs Sabalenka,3.3,3.6,3.0,38.7%,53.1%,62.5%,0.0%,63.3%,14.5%,2.5,2.6,3.0,6.7
2018 Wuhan R32,W vs Halep,5.2,5.2,5.1,52.4%,64.5%,72.0%,50.0%,51.0%,6.6%,19.0,15.2,5.0,4.5
2018 Tokyo R16,L vs Osaka,3.8,3.7,3.8,36.5%,37.5%,37.5%,25.0%,50.0%,17.2%,0.5,0.8,-4.0,-7.5
2018 US Open R16,L vs Keys,3.5,4.0,2.8,39.3%,27.3%,63.6%,33.3%,57.6%,8.2%,-3.0,-3.7,-6.0,-10.7
2018 Wimbledon QF,L vs Ostapenko,3.0,3.0,3.0,44.0%,44.8%,46.2%,-,42.7%,18.7%,0.5,0.9,-0.5,-0.8
2018 Wimbledon R16,W vs Hsieh,4.2,3.9,4.4,54.2%,62.8%,76.9%,60.0%,52.9%,21.1%,16.0,16.0,17.0,23.9
2018 Strasbourg F,L vs Pavlyuchenkova,3.4,3.3,3.5,56.1%,36.1%,50.0%,38.5%,54.5%,26.1%,19.5,10.3,1.5,1.3
2018 Budapest F,L vs Van Uytvanck,3.8,4.2,3.4,42.7%,65.4%,37.5%,27.3%,57.7%,17.9%,11.5,7.0,5.5,5.5
2017 Wuhan R16,L vs Garcia,3.4,3.5,3.3,42.6%,50.0%,22.2%,71.4%,52.8%,13.8%,12.0,11.8,-4.0,-5.1
2017 US Open R64,L vs Stephens,4.6,5.0,4.2,46.0%,47.6%,59.0%,38.1%,55.5%,13.0%,13.5,5.7,6.0,3.6
2017 Wimbledon R32,L vs Konjuh,3.1,3.1,3.2,49.3%,49.2%,25.0%,75.0%,49.4%,17.0%,9.0,6.9,-4.0,-3.6
2017 Birmingham R32,L vs Safarova,3.3,3.5,3.2,46.2%,50.0%,68.8%,37.5%,43.4%,21.5%,6.0,5.2,2.5,2.0
2017 Madrid R32,L vs Dodin,2.8,3.3,2.2,38.6%,45.0%,87.5%,0.0%,59.3%,27.3%,8.0,13.6,8.0,25.0
2017 Miami R16,L vs Safarova,3.5,3.7,3.3,46.9%,41.9%,45.5%,55.6%,42.5%,12.7%,0.5,0.5,8.5,7.9
2017 Miami R64,W vs Cepede Royg,4.2,4.4,4.1,55.4%,56.4%,62.5%,75.0%,53.5%,13.2%,5.0,3.8,4.5,4.5
Career (64 matches),,4.0,4.2,3.8,45.2%,51.5%,57.6%,51.6%,54.1%,14.6%,10.5,8.2,2.8,3.0
