Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Roland Garros R128,L vs Sabalenka,14.5%,23.6%,44.2%,17.1%,26.8%,50.0%,38.9%,52.2%,40.0%,10.0%,20.0%,22.2%,0.0%,57.1%,0.0%,-36
2019 Rome R64,W vs Sasnovich,23.2%,37.5%,52.4%,25.7%,42.9%,61.5%,0.0%,9.1%,0.0%,20.0%,30.0%,37.5%,16.7%,62.5%,-,-46
2019 Madrid R64,L vs Osaka,16.7%,22.6%,40.9%,14.0%,22.8%,42.9%,30.8%,41.9%,0.0%,26.1%,26.1%,35.3%,11.1%,42.9%,50.0%,75
2019 Miami R128,L vs Azarenka,13.9%,19.4%,48.8%,18.1%,25.0%,52.5%,42.9%,2.7%,0.0%,6.9%,10.3%,40.7%,16.7%,17.6%,0.0%,-55
2019 Indian Wells R64,L vs Andreescu,9.1%,9.1%,53.3%,9.1%,9.1%,50.0%,5.9%,37.5%,40.0%,11.8%,11.8%,60.0%,0.0%,12.5%,0.0%,-14
2018 Wuhan QF,L vs Sabalenka,23.7%,28.8%,34.9%,22.6%,29.0%,33.3%,61.5%,27.8%,60.0%,26.9%,30.8%,36.8%,33.3%,63.6%,100.0%,-18
2018 Wuhan R32,W vs Halep,11.7%,13.3%,56.3%,17.1%,20.0%,62.1%,50.0%,29.4%,50.0%,5.0%,5.0%,47.4%,18.2%,55.6%,-,-73
2018 Tokyo R16,L vs Osaka,20.4%,28.6%,38.2%,28.1%,40.6%,39.1%,40.0%,52.9%,66.7%,8.3%,8.3%,36.4%,25.0%,75.0%,50.0%,-51
2018 US Open R16,L vs Keys,22.1%,27.9%,30.8%,19.2%,26.9%,35.7%,3.8%,7.7%,10.0%,33.3%,33.3%,10.0%,14.3%,25.0%,-,-28
2018 Wimbledon QF,L vs Ostapenko,20.8%,23.6%,40.4%,23.8%,28.6%,56.3%,55.0%,27.3%,33.3%,20.0%,20.0%,15.0%,38.5%,58.3%,100.0%,73
2018 Wimbledon R16,W vs Hsieh,16.7%,25.9%,48.8%,10.3%,20.5%,48.6%,44.4%,14.3%,0.0%,45.5%,54.5%,50.0%,0.0%,60.0%,-,218
2018 Strasbourg F,L vs Pavlyuchenkova,31.5%,37.7%,42.1%,31.6%,39.8%,47.8%,23.8%,41.1%,44.4%,34.9%,37.2%,28.6%,11.1%,60.0%,60.0%,22
2018 Budapest F,L vs Van Uytvanck,18.6%,26.7%,55.2%,16.9%,27.7%,59.3%,34.5%,22.2%,33.3%,27.8%,27.8%,38.5%,0.0%,55.6%,-,17
2017 Wuhan R16,L vs Garcia,15.1%,22.1%,41.2%,21.6%,31.4%,45.0%,25.9%,50.0%,33.3%,6.7%,10.0%,35.7%,33.3%,81.0%,100.0%,-53
2017 US Open R64,L vs Stephens,10.3%,13.7%,50.5%,7.8%,13.0%,46.5%,40.0%,38.1%,53.8%,17.6%,17.6%,60.7%,0.0%,70.6%,100.0%,54
2017 Wimbledon R32,L vs Konjuh,30.2%,37.3%,36.9%,32.1%,42.0%,47.3%,38.9%,28.9%,11.1%,29.3%,31.7%,17.2%,18.2%,21.1%,25.0%,3
2017 Birmingham R32,L vs Safarova,30.8%,38.5%,52.2%,33.3%,44.4%,52.1%,59.4%,32.5%,33.3%,29.6%,29.6%,52.6%,16.7%,6.7%,0.0%,85
2017 Madrid R32,L vs Dodin,24.2%,30.6%,28.3%,25.6%,35.9%,24.1%,50.0%,31.6%,50.0%,22.7%,22.7%,35.3%,12.5%,64.3%,66.7%,-51
2017 Miami R16,L vs Safarova,16.7%,25.0%,41.1%,18.8%,29.2%,51.3%,48.0%,30.4%,75.0%,15.0%,20.0%,17.6%,85.7%,76.9%,100.0%,25
2017 Miami R64,W vs Cepede Royg,12.7%,21.8%,66.7%,18.5%,33.3%,63.6%,35.7%,46.2%,0.0%,8.0%,12.0%,69.6%,20.0%,53.3%,100.0%,-36
Career (64 matches),,17.6%,25.0%,47.5%,19.1%,28.6%,50.8%,34.4%,27.4%,30.4%,17.8%,21.6%,40.2%,15.7%,46.7%,49.2%,55
