Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,3,7,30.0%,11-18,37.9%,126-158,44.4%,3-3,50.0%,10,75.7%,14.2%,5.1%,4.8%,54.9%,70.2%,50.0%,61.1%,32.3%,47.2%,0.83
Clay,27,6,21,22.2%,22-48,31.4%,303-384,44.1%,2-7,22.2%,27,66.9%,21.8%,2.7%,4.3%,57.6%,65.6%,47.6%,58.0%,37.3%,47.6%,0.89
Grand Slams,5,0,5,0.0%,4-14,22.2%,72-104,40.9%,1-1,50.0%,5,72.0%,10.5%,3.1%,3.6%,54.8%,65.6%,51.4%,59.2%,31.7%,45.7%,0.78
Masters,5,1,4,20.0%,4-9,30.8%,54-72,42.9%,0-2,0.0%,5,72.1%,15.9%,4.0%,3.8%,56.3%,64.7%,52.3%,59.3%,30.5%,45.4%,0.75
Other Tours,27,8,19,29.6%,25-43,36.8%,303-366,45.3%,4-7,36.4%,27,68.3%,22.7%,3.4%,4.9%,57.5%,67.7%,46.7%,58.8%,37.9%,48.3%,0.92
Best of 5,5,0,5,0.0%,4-14,22.2%,72-104,40.9%,1-1,50.0%,5,72.0%,10.5%,3.1%,3.6%,54.8%,65.6%,51.4%,59.2%,31.7%,45.7%,0.78
Best of 3,32,9,23,28.1%,29-52,35.8%,357-438,44.9%,4-9,30.8%,32,68.9%,21.6%,3.5%,4.7%,57.3%,67.3%,47.6%,58.9%,36.8%,47.9%,0.89
Quarter-finals,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-1,0.0%,2,66.7%,5.3%,2.3%,3.8%,51.1%,60.3%,49.2%,54.9%,27.2%,42.1%,0.60
vs Righties,33,7,26,21.2%,28-61,31.5%,381-490,43.7%,4-10,28.6%,33,67.5%,20.6%,3.2%,4.6%,56.3%,65.9%,47.4%,57.9%,36.4%,47.2%,0.86
vs Lefties,4,2,2,50.0%,5-5,50.0%,48-52,48.0%,1-0,100.0%,4,87.5%,9.8%,5.7%,3.2%,61.6%,76.3%,59.3%,69.8%,31.2%,49.6%,1.03
