Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Meerbusch CH R32,L vs Choinski,22% (2/9),50% (1/2),0/2,67% (6/9),33% (2/6),0/1,0/0,1/3,0/0,0/1
2019 Bordeaux CH R64,L vs Nys,50% (6/12),50% (3/6),1/4,50% (6/12),33% (2/6),2/3,0/0,4/4,0/0,2/2
2018 Liberec CH R16,L vs Martin,0% (0/8),- (0/0),0/4,50% (4/8),0% (0/4),0/0,0/0,0/0,0/0,0/0
2018 Almaty CH R16,L vs Hanfmann,13% (1/8),100% (1/1),1/4,63% (5/8),0% (0/5),1/1,0/0,1/2,0/0,1/1
2018 Braga CH R16,L vs Sousa,36% (4/11),75% (3/4),0/3,55% (6/11),33% (2/6),0/3,0/1,2/2,0/0,1/1
2018 Panama City CH R32,L vs Olivo,40% (4/10),75% (3/4),1/5,60% (6/10),17% (1/6),0/3,0/0,0/0,0/0,0/0
2017 Lima CH R16,L vs Martin,22% (2/9),100% (2/2),1/5,67% (6/9),17% (1/6),0/2,0/0,1/1,0/0,0/0
2017 Lima CH R32,W vs Gonzalez,60% (6/10),100% (6/6),2/3,30% (3/10),0% (0/3),5/6,2/2,1/1,1/1,0/0
2017 Cali CH R32,L vs Rola,36% (5/14),80% (4/5),2/4,43% (6/14),0% (0/6),3/4,1/1,0/2,0/0,0/1
2017 Campinas CH R16,W vs Souza,56% (9/16),44% (4/9),1/3,44% (7/16),43% (3/7),4/4,1/1,0/1,1/1,0/0
2017 Perugia CH F,L vs Djere,18% (2/11),100% (2/2),1/3,27% (3/11),0% (0/3),1/2,0/0,3/3,0/0,1/1
2017 Perugia CH SF,W vs Melzer,73% (11/15),64% (7/11),2/4,27% (4/15),0% (0/4),2/6,1/1,2/2,0/0,0/0
2017 Milan CH R32,L vs Robredo,22% (2/9),50% (1/2),0/4,44% (4/9),0% (0/4),0/1,0/0,1/1,0/0,0/0
2017 Lisbon CH R32,W vs Dzumhur,50% (7/14),71% (5/7),2/3,50% (7/14),43% (3/7),3/3,0/0,0/1,0/0,0/0
2017 Qingdao CH R32,L vs Tipsarevic,36% (4/11),75% (3/4),1/4,50% (5/10),20% (1/5),2/3,0/0,1/1,0/0,0/0
2016 Kitzbuhel R32,W vs Berrer,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,1/1,0/0
2016 Bastad R32,L vs Brown,30% (3/10),33% (1/3),0/3,50% (5/10),40% (2/5),1/1,0/0,0/0,0/0,0/0
2016 Roland Garros R128,L vs Martin,17% (3/18),33% (1/3),0/3,47% (9/19),44% (4/9),1/1,1/1,0/2,0/0,0/1
2016 Heilbronn CH R32,L vs Basilashvili,22% (2/9),100% (2/2),0/4,63% (5/8),0% (0/5),0/2,0/0,1/2,0/0,0/0
2016 Barcelona R64,L vs Granollers,30% (3/10),33% (1/3),1/2,33% (3/9),0% (0/3),1/1,0/0,1/2,0/0,1/1
2019 (2 matches),,38.1%,50.0%,16.7%,57.1%,33.3%,50.0%,-,71.4%,-,66.7%
2018 (4 matches),,24.3%,77.8%,12.5%,56.8%,14.3%,14.3%,0.0%,75.0%,-,100.0%
2017 (9 matches),,44.0%,70.8%,36.4%,41.7%,17.8%,64.5%,100.0%,69.2%,100.0%,50.0%
2016 (14 matches),,29.7%,51.9%,7.5%,42.0%,35.1%,70.4%,90.9%,65.2%,100.0%,60.0%
2015 (18 matches),,39.2%,73.2%,31.7%,27.6%,29.3%,82.4%,94.4%,100.0%,100.0%,100.0%
Career (83 matches),,35.0%,65.0%,22.1%,39.4%,26.3%,70.0%,87.5%,69.6%,95.0%,59.0%
