Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,8,3,5,37.5%,7-11,38.9%,85-97,46.7%,2-2,50.0%,8,68.5%,24.7%,4.0%,3.5%,57.9%,68.1%,44.7%,58.2%,38.3%,48.3%,0.92,R32 (3x)
2018,19,6,13,31.6%,15-26,36.6%,186-214,46.5%,4-4,50.0%,19,70.4%,22.4%,4.6%,6.7%,54.5%,68.6%,47.9%,59.2%,39.0%,48.7%,0.96,R16 (6x)
2017,23,12,11,52.2%,27-27,50.0%,258-263,49.5%,2-3,40.0%,23,68.9%,30.5%,4.8%,5.0%,57.0%,66.6%,48.4%,58.8%,40.9%,49.7%,0.99,F (Perugia)
2016,8,3,5,37.5%,6-9,40.0%,60-79,43.2%,1-0,100.0%,8,65.2%,20.3%,4.8%,4.1%,59.2%,64.2%,49.7%,58.3%,36.6%,47.6%,0.88,SF (Canberra)
2015,65,47,18,72.3%,102-53,65.8%,826-656,55.7%,12-7,63.2%,60,79.1%,32.2%,5.1%,3.5%,56.8%,72.1%,52.9%,63.8%,42.4%,52.9%,1.17,W (3x)
2014,40,22,18,55.0%,49-36,57.6%,442-376,54.0%,3-5,37.5%,40,78.7%,29.3%,4.7%,3.9%,56.6%,70.1%,52.2%,62.4%,41.0%,51.7%,1.09,F (2x)
2013,16,6,10,37.5%,13-22,37.1%,151-178,45.9%,2-3,40.0%,16,68.1%,23.5%,3.6%,5.8%,50.9%,67.7%,47.6%,57.8%,38.4%,48.0%,0.91,QF (2x)
2012,32,13,19,40.6%,34-44,43.6%,366-384,48.8%,2-6,25.0%,32,71.3%,27.2%,2.8%,4.4%,59.6%,65.8%,49.3%,59.2%,39.5%,49.4%,0.97,F (Marbella)
2011,41,23,18,56.1%,53-42,55.8%,468-443,51.4%,6-6,50.0%,41,76.4%,26.9%,4.1%,4.6%,56.2%,70.6%,50.8%,61.9%,40.0%,50.6%,1.05,W (Cordenons)
2010,44,22,22,50.0%,50-51,49.5%,474-474,50.0%,3-4,42.9%,43,71.6%,29.6%,4.2%,3.8%,56.1%,67.8%,49.8%,59.9%,41.5%,50.4%,1.03,F (Cordenons)
2009,36,17,19,47.2%,37-42,46.8%,376-386,49.3%,4-6,40.0%,0,,,,,,,,,,,,F (Athens)
2008,52,27,25,51.9%,64-57,52.9%,623-574,52.0%,10-16,38.5%,0,,,,,,,,,,,,F (Timisoara)
2007,34,20,14,58.8%,47-36,56.6%,390-365,51.7%,8-0,100.0%,0,,,,,,,,,,,,SF (2x)
2006,16,6,10,37.5%,15-22,40.5%,172-189,47.6%,2-5,28.6%,0,,,,,,,,,,,,QF (2x)
2005,5,0,5,0.0%,5-8,38.5%,60-77,43.8%,3-2,60.0%,0,,,,,,,,,,,,R32 (5x)
2004,5,2,3,40.0%,4-7,36.4%,53-56,48.6%,0-2,0.0%,0,,,,,,,,,,,,QF (Valladolid)
Career,444,229,215,51.6%,528-493,51.7%,4990-4811,50.9%,64-71,47.4%,290,74.1%,28.4%,4.3%,4.3%,56.6%,69.0%,50.4%,60.9%,40.6%,50.6%,1.04,
