Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,8,4,4,50.0%,4,2,2,50.0%,2012,2016,R128,8,1.02,6.5%,3.6%,55.4%,74.4%,50.3%,63.6%,36.9%,70.0%,44.8%
Roland Garros,7,Clay,16,9,7,56.3%,7,5,2,71.4%,2009,2017,R128,13,1.10,2.4%,1.5%,60.6%,66.4%,59.8%,63.8%,39.6%,59.8%,35.5%
Wimbledon,7,Grass,14,7,7,50.0%,4,1,3,25.0%,2009,2016,Q3,2,1.13,6.3%,5.0%,59.4%,74.7%,61.5%,69.4%,34.7%,57.1%,50.0%
US Open,2,Hard,5,3,2,60.0%,3,2,1,66.7%,2010,2013,Q3,5,1.01,6.1%,5.4%,52.5%,71.6%,50.7%,61.7%,38.5%,72.1%,36.7%
Madrid Masters,6,Clay,11,5,6,45.5%,4,0,4,0.0%,2010,2017,R32,11,1.12,4.6%,2.5%,61.7%,71.3%,55.2%,65.1%,39.1%,53.4%,41.3%
Estoril,4,Clay,11,7,4,63.6%,2,1,1,50.0%,2011,2016,QF,10,1.16,3.7%,3.9%,57.4%,65.5%,54.5%,60.8%,45.6%,60.3%,45.3%
Indian Wells Masters,4,Hard,9,5,4,55.6%,2,0,2,0.0%,2011,2016,R128,9,0.99,5.6%,5.2%,57.8%,71.0%,52.0%,63.0%,36.5%,64.3%,45.5%
Barcelona,4,Clay,5,1,4,20.0%,2,0,2,0.0%,2009,2016,R64,3,0.90,1.4%,3.8%,65.1%,61.0%,57.5%,59.8%,36.2%,47.4%,41.2%
Stuttgart,3,Clay,9,6,3,66.7%,4,3,1,75.0%,2009,2013,R32,7,1.24,7.5%,5.4%,60.7%,76.8%,50.5%,66.5%,41.6%,64.3%,49.0%
Buenos Aires,3,Clay,7,4,3,57.1%,3,1,2,33.3%,2009,2016,R32,4,1.04,3.2%,6.3%,56.3%,70.0%,50.8%,61.6%,39.8%,42.3%,59.1%
