Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Acapulco R32,L vs Boulter,41.8%,43.3%,37.8%,55.3%,55.3%,47.1%,11.1%,80.0%,50.0%,25.9%,29.6%,30.0%,16.7%,46.7%,100.0%,-21
2016 ITF Zawada QF,L vs Von Deichmann,3.8%,9.4%,47.7%,5.4%,10.8%,45.7%,53.3%,27.3%,25.0%,0.0%,11.1%,55.6%,16.7%,66.7%,50.0%,-119
Career (2 matches),,25.0%,28.3%,43.2%,30.7%,33.3%,46.2%,30.3%,52.4%,37.5%,19.4%,25.0%,37.9%,16.7%,50.0%,66.7%,60
