Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Lausanne R32,L vs Vikhlyantseva,47% (8/17),75% (6/8),2/4,56% (10/18),30% (3/10),0/4,0/3,1/2,0/0,0/1
2019 W100 Ilkley R32,L vs Rybarikova,20% (2/10),100% (2/2),1/4,50% (5/10),20% (1/5),1/2,0/0,3/3,0/0,1/1
2019 W60 Rome QF,W vs Hibino,33% (4/12),75% (3/4),1/2,33% (4/12),50% (2/4),2/3,1/1,2/2,0/0,0/0
2019 W60 Rome R32,W vs Chirico,50% (7/14),86% (6/7),2/5,38% (5/13),0% (0/5),2/4,0/1,0/0,0/1,0/0
2019 W60 Brescia R32,L vs Grabher,17% (2/12),100% (2/2),0/3,45% (5/11),20% (1/5),2/2,1/1,0/1,0/0,0/0
2019 W80 Cagnes Sur Mer R16,W vs In Albon,88% (7/8),71% (5/7),0/1,13% (1/8),0% (0/1),3/4,1/2,0/0,1/2,0/0
2019 W80 Cagnes Sur Mer R32,W vs Glushko,75% (6/8),83% (5/6),1/2,44% (4/9),50% (2/4),4/4,1/1,0/0,1/1,0/0
2019 W25 Chiasso QF,L vs Gracheva,67% (6/9),67% (4/6),2/6,89% (8/9),13% (1/8),0/4,0/0,0/1,0/0,0/1
2019 W25 Chiasso R32,W vs Colmegna,70% (7/10),100% (7/7),2/4,56% (5/9),20% (1/5),3/5,0/1,0/0,0/0,0/0
2019 Bogota R32,L vs Osorio,60% (6/10),67% (4/6),2/4,80% (8/10),25% (2/8),0/4,0/0,0/2,0/0,0/1
2019 Charleston R64,L vs Sakkari,50% (7/14),86% (6/7),1/6,64% (9/14),11% (1/9),2/5,0/0,2/4,0/0,0/1
2019 Guadalajara R16,L vs Linette,43% (6/14),33% (2/6),0/4,43% (6/14),17% (1/6),0/1,0/0,1/2,0/0,0/1
2019 Guadalajara R32,W vs Lepchenko,38% (3/8),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 Acapulco R32,L vs Boulter,9% (1/11),0% (0/1),0/0,45% (5/11),60% (3/5),0/0,0/0,1/3,0/0,1/2
2019 Hua Hin R32,L vs Baindl,50% (7/14),86% (6/7),2/7,64% (9/14),22% (2/9),3/6,1/1,0/0,0/0,0/0
2019 W25 Singapore SF,L vs Raina,44% (4/9),75% (3/4),1/5,88% (7/8),14% (1/7),1/3,0/0,0/1,0/0,0/0
2019 W25 Singapore QF,W vs Nara,58% (7/12),71% (5/7),2/3,33% (4/12),25% (1/4),4/5,2/4,0/0,1/2,0/0
2019 W25 Singapore R32,W vs Zhang,33% (3/9),100% (3/3),1/1,40% (4/10),75% (3/4),3/3,2/2,0/0,1/1,0/0
2018 Gstaad R16,L vs Cornet,22% (2/9),50% (1/2),0/3,44% (4/9),0% (0/4),0/1,0/0,2/3,0/0,1/2
2018 Gstaad R32,W vs Zheng,53% (8/15),88% (7/8),0/4,64% (9/14),56% (5/9),3/5,0/0,1/1,0/0,0/0
2019 (18 matches),,46.3%,77.4%,32.8%,49.8%,26.0%,53.2%,57.9%,47.6%,62.5%,25.0%
2018 (3 matches),,31.0%,76.9%,0.0%,42.5%,35.3%,62.5%,100.0%,83.3%,-,50.0%
2017 (43 matches),,53.2%,75.4%,39.2%,43.7%,29.0%,71.2%,72.2%,73.9%,72.7%,70.6%
2016 (31 matches),,53.6%,73.3%,33.1%,50.8%,20.1%,58.6%,66.7%,48.4%,66.7%,53.8%
2015 (18 matches),,55.4%,77.7%,47.8%,48.1%,16.9%,66.2%,80.0%,46.2%,100.0%,33.3%
Career (139 matches),,51.3%,76.2%,36.0%,47.8%,23.7%,65.0%,71.3%,57.9%,75.0%,49.1%
