Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,25.0%,25.0%,5.7%,9.4%,62.3%,42.4%,30.0%,37.7%,31.6%,35.2%,0.51,R32 (W75 Maribor)
2024,7,2,5,28.6%,5-11,31.3%,61-83,42.4%,0-1,0.0%,1,50.0%,30.8%,1.1%,4.3%,57.4%,46.3%,50.0%,47.9%,44.2%,46.2%,0.85,R16 (2x)
2023,36,17,19,47.2%,39-41,48.8%,352-369,48.8%,4-5,44.4%,7,60.6%,36.6%,3.1%,3.7%,57.9%,60.1%,44.1%,53.4%,44.0%,48.8%,0.94,F (W25 Verbier)
2022,38,14,24,36.8%,39-48,44.8%,382-417,47.8%,0-4,0.0%,0,,,,,,,,,,,,SF (2x)
2021,57,35,22,61.4%,71-54,56.8%,604-548,52.4%,7-7,50.0%,2,64.3%,35.7%,1.8%,1.4%,63.8%,62.4%,41.3%,54.8%,43.2%,50.0%,0.96,F (W25 Santo Domingo)
2020,21,9,12,42.9%,20-25,44.4%,199-220,47.5%,3-3,50.0%,1,66.7%,10.0%,5.8%,1.9%,59.6%,74.2%,38.1%,59.6%,36.2%,46.3%,0.90,W (W15 Madrid)
2019,38,23,15,60.5%,51-34,60.0%,414-377,52.3%,7-3,70.0%,2,78.3%,22.7%,4.9%,5.6%,58.7%,70.2%,54.2%,63.6%,40.9%,51.9%,1.13,F (W25 Cucuta)
2018,41,26,15,63.4%,58-40,59.2%,498-422,54.1%,5-8,38.5%,0,,,,,,,,,,,,F (4x)
2017,50,34,16,68.0%,75-38,66.4%,580-450,56.3%,8-4,66.7%,3,71.9%,35.5%,5.1%,5.9%,65.7%,66.5%,40.7%,57.6%,44.9%,51.7%,1.06,W (Lagos $25K)
2016,52,30,22,57.7%,68-54,55.7%,560-545,50.7%,7-2,77.8%,0,,,,,,,,,,,,W (Lagos $25K)
2015,51,25,26,49.0%,61-58,51.3%,555-510,52.1%,5-4,55.6%,0,,,,,,,,,,,,W (Lagos $25K)
2014,60,41,19,68.3%,87-40,68.5%,633-454,58.2%,2-5,28.6%,0,,,,,,,,,,,,W (4x)
2013,36,19,17,52.8%,38-35,52.1%,340-314,52.0%,4-1,80.0%,0,,,,,,,,,,,,F (Antalya 10K)
2012,48,25,23,52.1%,56-50,52.8%,489-442,52.5%,3-4,42.9%,0,,,,,,,,,,,,W (Alger 10K)
2011,54,29,25,53.7%,66-56,54.1%,576-558,50.8%,7-3,70.0%,0,,,,,,,,,,,,F (Mallorca 10K)
2010,57,35,22,61.4%,73-49,59.8%,586-471,55.4%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2009,43,20,23,46.5%,49-51,49.0%,474-470,50.2%,4-4,50.0%,0,,,,,,,,,,,,QF (8x)
2008,48,33,15,68.8%,72-40,64.3%,569-459,55.4%,8-2,80.0%,0,,,,,,,,,,,,W (2x)
2007,6,3,3,50.0%,8-8,50.0%,65-77,45.8%,1-0,100.0%,0,,,,,,,,,,,,QF (Davos 10K)
Career,744,420,324,56.5%,936-734,56.0%,7941-7198,52.5%,77-62,55.4%,17,63.2%,32.2%,3.5%,4.1%,60.7%,61.7%,44.0%,54.8%,42.8%,49.0%,0.95,
