Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,5,0,5,0.0%,1,0,1,0.0%,2017,2022,Q2,4,0.75,5.1%,5.7%,61.5%,67.0%,39.5%,56.4%,32.5%,46.7%,46.2%
Roland Garros,4,Clay,7,3,4,42.9%,1,0,1,0.0%,2017,2022,Q3,5,1.07,3.5%,4.0%,66.6%,65.3%,39.8%,56.8%,46.2%,45.9%,50.0%
Wimbledon,4,Grass,7,3,4,42.9%,0,0,0,-,2017,2022,Q3,3,0.96,1.6%,5.2%,56.0%,60.7%,45.2%,53.9%,44.2%,57.7%,28.6%
US Open,3,Hard,4,1,3,25.0%,0,0,0,-,2017,2019,Q2,3,0.89,2.8%,5.0%,64.1%,59.5%,52.3%,56.9%,38.3%,43.8%,46.7%
Monterrey,3,Hard,6,3,3,50.0%,2,0,2,0.0%,2017,2024,Q3,6,1.06,6.7%,5.7%,55.7%,67.0%,50.9%,59.8%,42.7%,50.0%,58.8%
Prague,3,Clay,6,2,4,33.3%,0,0,0,-,2020,2024,R32,6,0.98,4.8%,5.3%,56.9%,64.2%,44.2%,55.6%,43.6%,56.0%,39.6%
Lausanne,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2019,2022,R32,2,0.89,6.2%,4.6%,64.6%,62.7%,34.8%,52.8%,42.1%,51.9%,45.0%
Bogota,5,Clay,11,6,5,54.5%,4,1,3,25.0%,2016,2022,R16,11,1.05,3.9%,7.6%,54.8%,64.8%,45.3%,56.0%,46.3%,57.8%,49.5%
Gstaad,2,Clay,6,4,2,66.7%,1,0,1,0.0%,2017,2018,R16,6,1.06,3.6%,3.3%,60.2%,63.2%,55.1%,60.0%,42.3%,66.7%,50.0%
Birmingham,3,Grass,7,4,3,57.1%,3,0,3,0.0%,2011,2018,R64,7,1.05,6.2%,5.1%,63.8%,68.7%,45.3%,60.3%,41.9%,62.0%,47.3%
