Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,3,5,37.5%,8-12,40.0%,84-99,45.9%,0-1,0.0%,8,57.3%,34.4%,4.0%,6.7%,62.5%,60.4%,43.1%,54.0%,43.8%,48.8%,0.95
Clay,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,25.0%,14.3%,2.0%,4.1%,63.3%,48.4%,11.1%,34.7%,27.8%,31.8%,0.43
Grass,2,0,2,0.0%,1-4,20.0%,16-27,37.2%,0-0,-,2,33.3%,40.9%,4.9%,8.9%,65.0%,46.3%,37.2%,43.1%,44.0%,43.6%,0.77
Internationals,4,1,3,25.0%,4-7,36.4%,39-58,40.2%,0-0,-,4,46.8%,34.0%,3.7%,8.5%,60.0%,57.1%,38.1%,49.5%,42.9%,46.1%,0.85
vs Righties,7,1,6,14.3%,4-13,23.5%,55-96,36.4%,0-1,0.0%,7,43.2%,30.3%,3.4%,6.9%,63.4%,54.3%,35.6%,47.5%,40.9%,44.2%,0.78
vs Lefties,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,12.5%,1.8%,66.1%,59.5%,52.6%,57.1%,27.5%,43.0%,0.64
