Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,12,2,85.7%,26-7,78.8%,180-134,57.3%,4-0,100.0%,14,61.9%,51.6%,1.6%,7.2%,67.1%,61.7%,42.1%,55.3%,51.0%,53.2%,1.14,W (2x)
2025,15,6,9,40.0%,15-19,44.1%,149-166,47.3%,3-0,100.0%,14,50.7%,41.3%,1.7%,12.8%,59.1%,61.1%,34.7%,50.3%,47.4%,48.8%,0.95,SF (W15 Kursumlijska Banja)
2024,21,12,9,57.1%,26-20,56.5%,223-213,51.1%,3-2,60.0%,0,,,,,,,,,,,,W (W35 Joue-les-Tours)
2023,48,31,17,64.6%,67-42,61.5%,556-477,53.8%,7-5,58.3%,0,,,,,,,,,,,,W (W60 Grado)
2022,41,24,17,58.5%,53-40,57.0%,455-415,52.3%,5-5,50.0%,0,,,,,,,,,,,,F (W25 Sharm ElSheikh)
2021,40,32,8,80.0%,68-25,73.1%,510-355,59.0%,8-5,61.5%,0,,,,,,,,,,,,W (3x)
2020,40,31,9,77.5%,64-24,72.7%,488-310,61.2%,4-3,57.1%,0,,,,,,,,,,,,W (3x)
2019,22,10,12,45.5%,22-27,44.9%,214-236,47.6%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2018,45,32,13,71.1%,69-36,65.7%,541-417,56.5%,2-3,40.0%,0,,,,,,,,,,,,W (4x)
2017,24,14,10,58.3%,32-22,59.3%,275-218,55.8%,2-3,40.0%,0,,,,,,,,,,,,F (Minsk $15K)
2016,5,1,4,20.0%,4-8,33.3%,48-63,43.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (Minsk $25K)
Career,315,205,110,65.1%,446-270,62.3%,3639-3004,54.8%,40-30,57.1%,28,56.6%,46.6%,1.7%,9.9%,63.3%,61.5%,38.2%,52.9%,49.2%,51.1%,1.05,
