Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Fort Worth TX R32,W vs Broadus,1.05,1.83,36.5,2.2,-,72.4%,-,60.9%,63.0%,50.0%
2019 W25 Saskatoon QF,L vs Sebov,0.93,0.74,53.5,2.1,-,43.8%,-,55.2%,35.9%,45.7%
2019 W25 Goyang R32,W vs Jang,1.30,1.75,38.9,2.0,-,63.0%,-,65.4%,46.7%,50.0%
2019 Anning Q1,L vs Bai,0.98,0.83,74.4,6.4,0.0%,53.8%,0.0%,48.6%,40.5%,42.4%
2019 W25 Hong Kong R16,L vs Ma,0.86,0.55,42.7,2.1,0.0%,70.0%,0.0%,50.0%,20.7%,29.6%
2019 W25 Canberra R32,L vs Gerlach,1.13,0.68,46.4,2.5,0.0%,28.6%,0.0%,52.0%,25.0%,50.0%
2019 W25 Mildura R32,L vs Perez,0.84,0.54,36.4,2.1,0.0%,51.9%,0.0%,45.8%,39.3%,25.0%
2019 W60 Kyoto Q1,L vs Omae,0.82,0.23,31.2,2.1,0.0%,30.8%,0.0%,47.8%,6.7%,28.6%
2019 W25 Singapore R16,L vs Haas,0.88,0.61,38.4,2.1,0.0%,53.3%,0.0%,41.4%,35.5%,37.9%
2019 W25 Singapore R32,W vs Steur,1.02,3.56,31.1,2.0,5.6%,83.3%,0.0%,81.3%,55.0%,68.4%
2019 W25 Singapore R32,W vs Rodriguez,1.09,1.53,48.1,2.6,0.0%,67.7%,0.0%,61.3%,53.8%,45.8%
2018 Houston Q1,L vs Kucova,0.95,0.67,47.4,2.3,3.1%,50.0%,0.0%,43.3%,33.3%,42.3%
2018 Anning R16,L vs Khromacheva,1.07,0.83,60.6,4.4,0.0%,42.9%,0.0%,48.8%,45.7%,37.5%
2018 Anning R32,W vs Liu,1.44,2.42,32.7,2.0,0.0%,45.8%,0.0%,86.4%,50.0%,68.8%
2018 Zhengzhou Q1,L vs Minokoshi,1.00,0.74,51.9,2.2,0.0%,52.8%,0.0%,48.5%,29.3%,44.4%
2018 Sydney Q1,L vs Giorgi,1.00,0.76,54.6,2.4,0.0%,37.5%,0.0%,48.3%,44.4%,42.3%
2017 Bendigo $60K R32,L vs Lim,0.98,0.81,58.5,3.5,0.0%,53.3%,0.0%,46.3%,48.9%,34.1%
2017 Canberra $60K R32,W vs Birrell,0.95,1.32,44.8,2.1,0.0%,55.0%,5.3%,57.9%,58.1%,63.3%
2017 Hamamatsu $25K QF,L vs Inoue,0.99,0.68,49.2,2.2,5.3%,52.6%,0.0%,48.5%,19.4%,50.0%
2017 Tianjin Q1,L vs Lu,0.84,0.86,74.1,5.2,4.4%,60.0%,0.0%,46.5%,52.5%,43.1%
2019 (11 matches),,0.99,0.90,45.3,2.3,0.4%,55.5%,0.0%,54.4%,39.0%,43.0%
2018 (5 matches),,1.06,0.88,51.1,2.5,0.6%,45.8%,0.0%,52.9%,39.3%,44.9%
2017 (22 matches),,0.97,0.90,59.0,2.7,1.4%,53.8%,1.0%,49.3%,47.1%,42.9%
2016 (11 matches),,0.98,1.01,58.5,3.0,1.2%,57.1%,0.5%,54.9%,47.0%,43.4%
2015 (8 matches),,1.03,0.99,63.7,3.2,0.6%,55.7%,0.3%,51.6%,41.3%,48.8%
Career (58 matches),,0.99,0.93,56.8,2.7,1.1%,54.2%,0.6%,51.8%,44.3%,44.0%
