Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Mallorca R16,W vs Flipkens,70.4%,57.9%,4.6%,5/0,2.29,63.4%,64.8%,52.2%,1.4%,2.31,70.7%,88.2%,66.7%,11.8%,2.25,53.3%
2017 Madrid R32,L vs Halep,71.1%,42.4%,0.0%,0/0,2.58,5.5%,73.2%,39.0%,0.0%,2.44,8.5%,75.0%,50.0%,0.0%,2.84,0.0%
2016 New Haven R16,W vs Konjuh,76.1%,51.4%,4.3%,0/2,3.08,18.8%,83.3%,40.0%,0.0%,2.84,26.1%,88.2%,66.7%,11.8%,3.70,0.0%
2016 Montreal R16,L vs Kasatkina,68.1%,46.9%,5.6%,1/3,2.54,5.1%,75.6%,38.2%,2.2%,2.66,8.3%,71.4%,66.7%,14.3%,2.33,0.0%
2016 Nurnberg R32,W vs Krejcikova,81.7%,50.7%,4.9%,2/2,2.49,14.1%,86.0%,51.0%,3.5%,2.53,22.4%,94.7%,50.0%,10.5%,2.43,2.8%
2016 Doha QF,L vs Radwanska,82.5%,50.0%,3.8%,1/2,2.39,2.5%,83.9%,50.0%,0.0%,2.22,4.0%,87.5%,50.0%,18.8%,2.66,0.0%
2016 Doha R64,W vs Tsurenko,83.6%,60.8%,1.6%,0/1,2.71,5.3%,84.2%,65.6%,0.0%,2.46,8.3%,95.0%,52.6%,5.0%,3.21,0.0%
2016 Dubai R32,L vs Shvedova,81.9%,48.8%,2.9%,0/3,2.58,0.0%,85.7%,45.0%,0.0%,2.53,0.0%,86.7%,57.7%,10.0%,2.67,0.0%
2016 St Petersburg QF,W vs Babos,70.6%,47.6%,4.2%,2/3,2.43,14.6%,62.0%,47.7%,1.4%,2.40,27.3%,90.9%,47.5%,9.1%,2.45,0.0%
2016 St Petersburg R16,W vs Wickmayer,74.6%,52.0%,3.0%,1/1,2.24,2.6%,76.7%,51.5%,2.3%,2.38,0.0%,89.5%,52.9%,5.3%,2.09,5.3%
2016 Australian Open R32,L vs Friedsam,74.2%,54.2%,5.2%,2/3,2.47,17.2%,78.7%,58.3%,4.9%,2.15,26.3%,80.0%,45.8%,6.7%,2.97,3.8%
2016 Brisbane R32,W vs Jankovic,75.3%,53.4%,9.3%,3/6,2.27,6.6%,74.0%,56.8%,2.0%,2.18,11.9%,81.8%,50.0%,18.2%,2.37,0.0%
2015 Linz R32,L vs Krunic,65.6%,50.8%,5.2%,1/4,2.05,19.7%,62.3%,55.3%,4.9%,2.12,20.8%,80.6%,44.0%,6.5%,1.90,17.4%
2015 Beijing R16,L vs Mattek Sands,81.8%,42.9%,9.1%,2/5,2.54,11.8%,88.9%,50.0%,1.9%,2.41,16.3%,75.0%,20.0%,30.0%,2.77,3.7%
2015 Wuhan R64,W vs Kovinic,74.2%,56.5%,3.2%,0/3,2.51,9.6%,71.4%,51.4%,0.0%,2.42,17.2%,91.9%,61.8%,8.1%,2.62,0.0%
2015 US Open F,L vs Pennetta,80.0%,45.0%,2.7%,0/2,1.84,1.8%,81.3%,38.5%,2.1%,1.84,2.9%,80.8%,57.1%,3.8%,1.84,0.0%
2015 US Open SF,W vs Williams,56.8%,56.0%,13.6%,7/5,2.84,2.9%,50.9%,51.7%,10.5%,2.66,5.3%,77.8%,61.9%,22.2%,3.05,0.0%
2015 US Open QF,W vs Mladenovic,63.6%,48.6%,8.2%,8/1,2.39,6.7%,57.7%,53.3%,1.9%,2.36,12.5%,85.1%,45.0%,17.0%,2.42,0.0%
2015 New Haven R32,W vs Bouchard,76.9%,67.5%,7.7%,2/2,2.59,7.1%,85.2%,60.9%,7.4%,2.45,12.5%,89.5%,76.5%,10.5%,2.77,0.0%
2015 Toronto R16,W vs Saville,76.1%,58.8%,6.0%,2/2,2.44,5.6%,80.5%,57.6%,2.4%,2.35,11.8%,90.0%,61.1%,15.0%,2.51,0.0%
Career (25 matches),,74.2%,51.1%,6.4%,51.6%,2.45,10.9%,76.0%,49.8%,3.3%,2.40,15.5%,83.6%,53.5%,13.7%,2.52,4.4%
