Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2017 Mallorca R16,W vs Flipkens,4.5%,100.0%,21.7%,74.4%,15.6%,18.9%,18.2%,50.0%,100.0%,2.2%,28.6%,25,5
2017 Madrid R32,L vs Halep,0.0%,-,14.0%,72.0%,17.7%,36.8%,0.0%,0.0%,0.0%,2.8%,22.2%,46,22
2016 New Haven R16,W vs Konjuh,0.0%,-,7.8%,62.5%,10.5%,31.3%,0.0%,0.0%,0.0%,0.0%,-,-31,52
2016 Montreal R16,L vs Kasatkina,2.8%,50.0%,17.8%,69.2%,14.6%,22.5%,14.3%,0.0%,0.0%,2.0%,60.0%,43,33
2016 Nurnberg R32,W vs Krejcikova,1.0%,0.0%,16.6%,77.4%,12.7%,16.0%,33.3%,0.0%,0.0%,2.1%,42.9%,-30,-68
2016 Doha QF,L vs Radwanska,0.0%,-,27.5%,53.2%,15.6%,34.1%,0.0%,50.0%,66.7%,1.3%,25.0%,-52,-69
2016 Doha R64,W vs Tsurenko,0.0%,-,7.1%,57.1%,8.6%,20.7%,0.0%,0.0%,0.0%,0.5%,0.0%,-88,-49
2016 Dubai R32,L vs Shvedova,0.0%,-,5.5%,40.0%,9.8%,17.4%,0.0%,11.1%,0.0%,0.7%,50.0%,-61,-33
2016 St Petersburg QF,W vs Babos,0.0%,-,13.0%,73.3%,12.3%,30.0%,0.0%,0.0%,0.0%,1.0%,25.0%,-38,-38
2016 St Petersburg R16,W vs Wickmayer,1.8%,100.0%,11.3%,78.6%,7.1%,20.7%,0.0%,0.0%,0.0%,1.7%,50.0%,-73,-59
2016 Australian Open R32,L vs Friedsam,4.8%,75.0%,15.3%,57.1%,7.3%,5.1%,25.0%,11.1%,0.0%,1.3%,60.0%,-83,-74
2016 Brisbane R32,W vs Jankovic,1.1%,100.0%,12.2%,79.2%,14.2%,32.3%,25.0%,25.0%,100.0%,1.3%,60.0%,-63,-52
2015 Linz R32,L vs Krunic,4.8%,50.0%,23.8%,55.8%,9.0%,16.1%,0.0%,22.2%,100.0%,1.8%,40.0%,32,-6
2015 Beijing R16,L vs Mattek Sands,0.0%,-,9.4%,75.0%,10.6%,21.2%,0.0%,45.5%,40.0%,1.0%,33.3%,-65,-57
2015 Wuhan R64,W vs Kovinic,0.0%,-,9.2%,68.8%,9.7%,15.6%,0.0%,0.0%,0.0%,1.0%,66.7%,-41,-17
2015 US Open F,L vs Pennetta,1.4%,100.0%,15.5%,47.8%,8.9%,17.9%,12.5%,18.2%,0.0%,1.7%,33.3%,-47,-38
2015 US Open SF,W vs Williams,0.0%,-,8.4%,73.3%,12.0%,15.0%,0.0%,0.0%,0.0%,3.5%,22.2%,-82,-76
2015 US Open QF,W vs Mladenovic,1.9%,100.0%,12.3%,66.7%,11.1%,13.9%,0.0%,100.0%,0.0%,0.3%,0.0%,-96,-65
2015 New Haven R32,W vs Bouchard,2.5%,100.0%,10.6%,80.0%,13.6%,20.0%,0.0%,0.0%,0.0%,3.2%,60.0%,-37,-13
2015 Toronto R16,W vs Saville,0.0%,-,10.8%,53.8%,10.5%,6.9%,0.0%,0.0%,0.0%,0.0%,-,-21,-8
Career (25 matches),,1.2%,77.3%,13.9%,65.8%,12.2%,20.7%,12.9%,18.7%,31.8%,1.9%,37.7%,-31,-28
