Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 US Open R128,L vs Stephens,12,30,0.4,9.5%,23.8%,12,29,0.4,9.9%,24.0%,5.8%,2.5%,0.8,17.5%,23.0%
2017 Wimbledon R128,L vs Pliskova,19,17,1.1,15.0%,13.4%,17,17,1.0,14.9%,14.9%,9.6%,3.5%,1.7,23.6%,14.2%
2017 Calvia R16,W vs Flipkens,43,26,1.7,21.7%,13.1%,41,24,1.7,22.0%,12.9%,14.0%,8.1%,1.0,15.2%,15.2%
2017 Roland Garros R128,L vs Puig,23,24,1.0,14.1%,14.7%,18,20,0.9,12.2%,13.6%,7.5%,4.8%,1.2,22.1%,19.0%
2017 Madrid R32,L vs Halep,29,41,0.7,16.2%,22.9%,27,38,0.7,16.2%,22.8%,10.2%,4.8%,1.0,16.2%,15.6%
2017 Australian Open R128,L vs Vandeweghe,9,15,0.6,7.0%,11.6%,7,11,0.6,6.4%,10.1%,4.6%,1.8%,0.8,24.8%,29.5%
2016 US Open QF,L vs Kerber,17,32,0.5,13.4%,25.2%,16,29,0.6,13.4%,24.4%,10.1%,3.4%,1.3,26.0%,19.7%
2016 US Open R16,W vs Tsurenko,21,26,0.8,14.1%,17.4%,20,25,0.8,13.9%,17.4%,10.4%,2.8%,0.6,16.1%,24.8%
2016 US Open R32,W vs Witthoeft,40,27,1.5,23.1%,15.6%,39,27,1.4,23.4%,16.2%,16.8%,6.0%,1.0,18.5%,18.5%
2016 US Open R64,W vs Mchale,17,11,1.5,17.2%,11.1%,12,11,1.1,13.3%,12.2%,12.2%,1.1%,0.7,19.2%,29.3%
2016 US Open R128,W vs Friedsam,11,16,0.7,10.1%,14.7%,6,15,0.4,6.3%,15.8%,3.2%,1.1%,0.5,16.5%,32.1%
2016 New Haven R16,W vs Konjuh,8,18,0.4,7.8%,17.6%,7,15,0.5,7.5%,16.1%,5.4%,2.2%,0.5,16.7%,32.4%
2016 Montreal R16,L vs Kasatkina,25,36,0.7,17.1%,24.7%,23,34,0.7,17.3%,25.6%,13.5%,3.8%,1.0,17.1%,16.4%
2016 Wimbledon R32,L vs Vandeweghe,9,13,0.7,8.3%,12.0%,8,10,0.8,8.0%,10.0%,5.0%,3.0%,1.2,19.4%,15.7%
2016 Wimbledon R64,W vs Duan,19,7,2.7,16.0%,5.9%,16,6,2.7,14.7%,5.5%,10.1%,1.8%,1.0,22.7%,21.8%
2016 Wimbledon R128,W vs Riske Amritraj,22,33,0.7,12.0%,17.9%,21,33,0.6,11.8%,18.5%,6.2%,5.6%,0.6,10.3%,17.9%
2016 Roland Garros R128,L vs Bondarenko,10,21,0.5,9.4%,19.8%,9,20,0.5,9.5%,21.1%,8.4%,1.1%,1.4,28.3%,19.8%
2016 Nurnberg R32,W vs Krejcikova,28,26,1.1,17.0%,15.8%,27,26,1.0,16.9%,16.3%,14.4%,1.9%,0.8,18.8%,24.8%
2016 Doha QF,L vs Radwanska,36,16,2.3,21.1%,9.4%,35,15,2.3,21.5%,9.2%,14.7%,6.7%,1.6,23.4%,14.6%
2016 Doha R64,W vs Tsurenko,12,17,0.7,12.1%,17.2%,10,16,0.6,11.2%,18.0%,6.7%,3.4%,0.3,10.1%,36.4%
Career (74 matches),,1522,1629,0.9,14.7%,15.7%,1358,1491,0.9,14.2%,15.5%,7.2%,3.0%,0.9,19.4%,20.8%
