Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2017 Mallorca R16,W vs Flipkens,18.9%,33.3%,54.9%,21.2%,36.5%,61.0%,41.7%,42.9%,50.0%,16.7%,30.6%,46.7%,14.3%,54.5%,0.0%,-40
2017 Madrid R32,L vs Halep,20.8%,28.1%,53.4%,21.7%,30.0%,55.3%,55.2%,48.4%,75.0%,21.2%,27.3%,50.0%,7.1%,68.4%,100.0%,-3
2016 New Haven R16,W vs Konjuh,37.5%,44.6%,53.1%,36.1%,47.2%,65.2%,63.2%,35.3%,0.0%,47.1%,47.1%,22.2%,0.0%,58.3%,0.0%,77
2016 Montreal R16,L vs Kasatkina,16.2%,21.6%,43.3%,15.9%,22.7%,45.9%,45.5%,50.0%,50.0%,17.9%,21.4%,39.1%,7.7%,86.7%,75.0%,-23
2016 Nurnberg R32,W vs Krejcikova,10.5%,20.0%,50.6%,10.5%,22.8%,56.9%,54.8%,34.6%,33.3%,12.2%,19.5%,41.7%,28.6%,85.2%,77.8%,-104
2016 Doha QF,L vs Radwanska,9.9%,22.0%,49.4%,12.3%,22.8%,50.0%,68.0%,43.8%,100.0%,6.1%,21.2%,48.4%,7.7%,60.0%,60.0%,-68
2016 Doha R64,W vs Tsurenko,42.1%,47.4%,57.1%,48.1%,55.6%,64.3%,38.5%,28.6%,-,30.0%,30.0%,42.9%,0.0%,37.5%,-,6
2016 Dubai R32,L vs Shvedova,22.4%,26.3%,32.7%,25.6%,32.6%,40.6%,73.7%,50.0%,66.7%,23.1%,23.1%,20.0%,0.0%,81.8%,66.7%,97
2016 St Petersburg QF,W vs Babos,21.4%,28.6%,57.8%,27.4%,38.7%,62.2%,68.8%,53.3%,0.0%,15.6%,17.8%,52.6%,0.0%,61.3%,50.0%,-5
2016 St Petersburg R16,W vs Wickmayer,29.8%,33.3%,63.2%,29.6%,37.0%,63.2%,64.3%,46.2%,-,32.1%,32.1%,63.2%,16.7%,68.8%,100.0%,-23
2016 Australian Open R32,L vs Friedsam,20.9%,27.9%,41.8%,25.5%,36.4%,46.3%,41.7%,61.3%,80.0%,13.3%,13.3%,34.6%,0.0%,86.7%,83.3%,-65
2016 Brisbane R32,W vs Jankovic,22.0%,30.0%,48.7%,25.0%,35.7%,59.5%,80.0%,34.6%,50.0%,19.0%,23.8%,35.3%,10.5%,26.1%,33.3%,-49
2015 Linz R32,L vs Krunic,11.8%,20.0%,43.1%,12.5%,25.0%,46.9%,44.4%,51.7%,62.5%,11.5%,11.5%,34.8%,0.0%,66.7%,50.0%,-18
2015 Beijing R16,L vs Mattek Sands,16.0%,22.3%,42.9%,20.6%,30.2%,48.0%,68.8%,35.5%,50.0%,6.9%,6.9%,33.3%,0.0%,70.6%,66.7%,-44
2015 Wuhan R64,W vs Kovinic,35.8%,43.2%,40.4%,45.3%,56.6%,48.3%,57.7%,37.0%,-,17.9%,17.9%,30.4%,0.0%,66.7%,75.0%,-104
2015 US Open F,L vs Pennetta,21.9%,24.7%,41.1%,27.7%,31.9%,38.2%,60.9%,20.8%,0.0%,12.0%,12.0%,45.5%,11.1%,75.0%,66.7%,-57
2015 US Open SF,W vs Williams,20.0%,24.4%,50.7%,20.8%,29.2%,55.3%,48.0%,43.5%,33.3%,20.5%,20.5%,45.2%,5.9%,27.3%,50.0%,-18
2015 US Open QF,W vs Mladenovic,28.2%,33.6%,49.4%,35.4%,43.1%,50.0%,33.3%,34.3%,16.7%,18.6%,20.9%,48.6%,15.0%,52.2%,57.1%,-50
2015 New Haven R32,W vs Bouchard,31.0%,35.7%,57.1%,36.0%,44.0%,56.3%,70.0%,20.0%,0.0%,25.0%,25.0%,58.3%,22.2%,42.9%,-,-33
2015 Toronto R16,W vs Saville,26.4%,35.8%,43.2%,43.3%,50.0%,41.2%,53.3%,53.3%,0.0%,4.8%,19.0%,45.0%,12.5%,61.5%,100.0%,-69
Career (25 matches),,21.5%,28.6%,46.8%,25.7%,35.2%,51.7%,55.1%,42.9%,50.0%,16.4%,20.2%,39.8%,9.6%,58.8%,64.4%,-30
