Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,30,13,17,43.3%,4,1,3,25.0%,2002,2018,R32,22,1.06,4.1%,2.9%,62.1%,65.9%,47.7%,59.0%,43.4%,54.5%,45.4%
Roland Garros,16,Clay,27,11,16,40.7%,2,1,1,50.0%,2002,2017,R16,17,0.87,1.9%,3.3%,60.0%,57.9%,41.8%,51.4%,42.3%,47.8%,46.0%
Wimbledon,15,Grass,39,24,15,61.5%,12,5,7,41.7%,2002,2017,R16,24,1.07,4.2%,3.2%,60.1%,69.0%,48.6%,60.9%,41.8%,59.3%,46.4%
US Open,16,Hard,47,31,16,66.0%,5,2,3,40.0%,2001,2017,F,30,1.03,4.1%,3.9%,54.6%,65.9%,46.1%,56.9%,44.5%,55.1%,45.8%
Olympics,2,,2,0,2,0.0%,0,0,0,-,2012,2016,R64,2,0.78,4.8%,0.8%,56.0%,55.7%,38.2%,48.0%,40.3%,37.5%,45.5%
Fed Cup,6,,11,4,7,36.4%,2,1,1,50.0%,2002,2016,,2,0.39,0.0%,0.0%,59.4%,52.6%,33.3%,44.8%,21.7%,43.8%,0.0%
Rome,20,Clay,28,8,20,28.6%,6,3,3,50.0%,1999,2018,R16,18,0.86,3.3%,3.5%,56.4%,56.7%,45.7%,51.9%,41.2%,52.4%,46.0%
Miami,12,Hard,20,8,12,40.0%,5,3,2,60.0%,2006,2018,QF,18,0.96,2.6%,3.5%,58.5%,60.4%,47.4%,55.0%,43.3%,51.4%,42.9%
Palermo,11,Clay,26,16,10,61.5%,7,5,2,71.4%,1998,2013,W,7,0.99,1.8%,3.8%,55.4%,58.4%,41.1%,50.7%,48.9%,49.2%,44.6%
Indian Wells,11,Hard,23,12,11,52.2%,4,2,2,50.0%,2007,2018,R16,22,1.01,3.4%,3.1%,59.2%,61.2%,48.1%,55.9%,44.7%,54.3%,46.2%
Doha,10,Hard,25,15,10,60.0%,2,1,1,50.0%,2001,2017,QF,12,0.97,2.5%,3.3%,60.7%,59.7%,44.0%,53.5%,45.1%,53.4%,46.7%
Madrid,9,Clay,21,12,9,57.1%,5,2,3,40.0%,2009,2017,R16,19,0.99,4.6%,3.6%,59.1%,63.3%,51.7%,58.6%,41.0%,56.1%,51.5%
