Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,18,7,11,38.9%,21-24,46.7%,210-219,49.0%,5-1,83.3%,15,74.1%,17.4%,5.3%,4.1%,63.2%,68.2%,50.3%,61.6%,35.1%,48.3%,0.91
Clay,12,5,7,41.7%,13-15,46.4%,131-129,50.4%,0-1,0.0%,11,71.2%,30.4%,4.3%,5.1%,57.0%,69.3%,47.9%,60.1%,41.6%,50.9%,1.04
Grand Slams,3,0,3,0.0%,3-9,25.0%,54-66,45.0%,1-1,50.0%,3,74.1%,16.7%,5.9%,6.4%,61.6%,69.3%,47.2%,60.8%,34.9%,47.5%,0.89
Masters,2,1,1,50.0%,2-2,50.0%,19-23,45.2%,1-0,100.0%,2,82.6%,4.3%,5.1%,6.6%,52.6%,76.4%,58.5%,67.9%,25.0%,46.8%,0.78
Other Tours,16,7,9,43.8%,19-19,50.0%,180-176,50.6%,1-1,50.0%,16,71.1%,28.8%,4.0%,4.0%,59.0%,68.8%,48.0%,60.2%,40.4%,50.3%,1.02
Best of 5,6,1,5,16.7%,5-11,31.3%,68-80,45.9%,1-1,50.0%,6,75.3%,16.1%,7.4%,5.7%,62.5%,69.4%,48.2%,61.5%,35.0%,48.2%,0.91
Best of 3,24,11,13,45.8%,29-28,50.9%,273-268,50.5%,4-1,80.0%,20,72.1%,24.7%,4.0%,4.0%,60.3%,68.2%,49.7%,60.9%,38.5%,49.7%,0.98
Quarter-finals,2,0,2,0.0%,1-4,20.0%,22-27,44.9%,0-1,0.0%,2,66.7%,25.0%,3.2%,9.6%,57.1%,70.8%,43.3%,59.0%,38.6%,48.9%,0.94
vs Righties,27,10,17,37.0%,30-37,44.8%,313-321,49.4%,5-2,71.4%,24,71.5%,22.0%,4.8%,4.6%,60.8%,67.9%,49.0%,60.5%,37.3%,48.9%,0.94
vs Lefties,2,1,1,50.0%,3-2,60.0%,24-24,50.0%,0-0,-,1,100.0%,30.0%,5.7%,3.8%,60.4%,84.4%,47.6%,69.8%,41.0%,54.4%,1.36
vs Top 10,2,0,2,0.0%,2-5,28.6%,29-40,42.0%,1-0,100.0%,2,64.7%,17.6%,4.7%,3.3%,66.7%,65.5%,40.8%,57.3%,31.8%,44.9%,0.75
