Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,16,8,8,50.0%,3,1,2,33.3%,2001,2011,R16,6,0.94,3.8%,8.5%,62.3%,58.4%,38.1%,50.8%,46.5%,44.6%,41.7%
Roland Garros,8,Clay,20,12,8,60.0%,1,0,1,0.0%,2000,2010,R16,11,1.13,3.1%,3.8%,65.2%,63.7%,43.0%,56.5%,49.2%,52.4%,46.2%
Wimbledon,6,Grass,11,5,6,45.5%,4,4,0,100.0%,2004,2010,R64,2,0.87,1.8%,2.4%,77.6%,58.3%,31.6%,52.4%,41.6%,52.2%,35.3%
US Open,9,Hard,19,10,9,52.6%,7,3,4,42.9%,2000,2012,QF,7,1.04,5.1%,5.6%,68.1%,66.0%,42.1%,58.4%,43.3%,61.8%,60.4%
Fed Cup,4,,4,3,1,75.0%,1,1,0,100.0%,2001,2005,,0,,,,,,,,,,
Moscow,7,Hard,20,13,7,65.0%,6,5,1,83.3%,2000,2010,SF,2,0.67,1.8%,4.1%,70.2%,53.3%,43.1%,50.3%,33.3%,67.7%,71.4%
Estoril,5,Clay,22,17,5,77.3%,5,4,1,80.0%,2000,2009,F,2,1.09,2.1%,5.7%,59.3%,50.6%,52.6%,51.4%,53.0%,47.1%,40.7%
Quebec City,5,Hard,13,9,4,69.2%,3,2,1,66.7%,2002,2016,W,7,1.01,6.8%,5.1%,67.3%,60.3%,47.1%,56.0%,44.3%,59.2%,46.7%
Sydney,5,Hard,12,7,5,58.3%,2,1,1,50.0%,2001,2007,R16,1,0.56,4.2%,8.3%,58.3%,60.7%,40.0%,52.1%,26.7%,20.0%,0
San Diego,5,Hard,11,6,5,54.5%,2,0,2,0.0%,2001,2011,R16,3,1.06,2.2%,9.5%,63.4%,68.0%,41.2%,58.2%,44.3%,57.1%,48.1%
New Haven,4,Hard,14,11,3,78.6%,4,2,2,50.0%,2002,2007,W,0,,,,,,,,,,
