Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,134,69,65,51.5%,160-147,52.1%,1463-1406,51.0%,17-10,63.0%,22,-,-,4.3%,6.4%,65.6%,61.9%,38.4%,53.8%,42.0%,48.1%,0.91
Clay,57,34,23,59.6%,72-61,54.1%,644-608,51.4%,7-5,58.3%,14,-,-,3.4%,4.2%,66.3%,60.0%,44.0%,54.6%,49.2%,51.9%,1.08
Grass,23,11,12,47.8%,25-26,49.0%,250-245,50.5%,5-2,71.4%,3,-,-,1.8%,4.1%,74.3%,56.8%,32.1%,50.5%,40.0%,45.3%,0.81
Carpet,27,16,11,59.3%,37-29,56.1%,330-293,53.0%,6-1,85.7%,1,-,-,3.6%,7.3%,70.9%,48.7%,25.0%,41.8%,25.6%,35.1%,0.44
Grand Slams,41,22,19,53.7%,50-43,53.8%,461-429,51.8%,7-3,70.0%,18,-,-,3.6%,4.1%,68.1%,63.7%,41.7%,56.7%,45.6%,51.2%,1.05
Premiers,126,66,60,52.4%,152-144,51.4%,1411-1365,50.8%,16-12,57.1%,7,-,-,4.9%,6.1%,66.2%,61.6%,40.0%,54.3%,39.5%,47.2%,0.86
Internationals,68,39,29,57.4%,84-69,54.9%,743-693,51.7%,11-2,84.6%,15,-,-,3.5%,6.9%,65.1%,56.3%,37.3%,49.7%,44.4%,47.1%,0.88
Finals,6,3,3,50.0%,8-7,53.3%,62-63,49.6%,0-0,-,0,,,,,,,,,,,
Semi-finals,10,6,4,60.0%,12-10,54.5%,110-96,53.4%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,25,10,15,40.0%,23-32,41.8%,241-258,48.3%,1-3,25.0%,2,-,-,0.0%,2.8%,75.4%,53.3%,31.4%,47.9%,42.2%,45.1%,0.81
vs Righties,226,119,107,52.7%,272-250,52.1%,2510-2395,51.2%,29-18,61.7%,39,-,-,3.9%,5.7%,66.0%,60.7%,40.0%,53.7%,44.0%,48.9%,0.95
vs Lefties,14,10,4,71.4%,20-13,60.6%,165-153,51.9%,6-0,100.0%,1,-,-,1.7%,1.7%,81.5%,57.7%,27.3%,52.1%,47.0%,49.6%,0.98
vs Top 10,36,7,29,19.4%,26-59,30.6%,343-443,43.6%,2-3,40.0%,3,-,-,3.7%,4.1%,69.4%,61.3%,37.8%,54.1%,40.8%,47.8%,0.89
