Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),158,464,177,1595,160,1570,145,1562,173,1441,882,51,,
2025,194,368,249,1507,270,1431,178,1518,211,1397,909,49
2024,188,363,237,1486,241,1442,204,1463,224,1365,999,35
2023,419,139,,,,,,,,,,
2022,747,32,,,,,,,,,,
2021,1048,18,,,,,,,,,,
2020,1328,3,,,,,,,,,1352,8
2019,,,,,,,,,,,1414,3
