Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Palermo 125 F,L vs Jones,20,26,0.8,21.5%,28.0%,17,23,0.7,20.0%,27.1%,11.8%,5.9%,1.2,14.0%,11.8%
2025 s Hertogenbosch R32,L vs Sakkari,13,34,0.4,10.8%,28.3%,11,32,0.3,9.8%,28.6%,5.4%,3.6%,0.5,9.2%,20.0%
2024 W50 Otocec F,W vs Jimenez Kasintseva,24,48,0.5,10.8%,21.6%,23,46,0.5,10.8%,21.6%,8.0%,2.8%,0.5,12.6%,23.9%
Career (3 matches),,57,108,0.5,13.1%,24.8%,51,101,0.5,12.4%,24.6%,8.0%,3.7%,0.6,12.0%,20.2%
