Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),263,205,103,1698,108,1650,,,,,,,,
2025,410,115,144,1639,132,1595,,,,,,,,
2024,45,1155,69,1754,91,1667,49,1733,69,1627,49,1780,,
2023,58,885,69,1752,82,1670,51,1723,81,1592,,,,
2022,99,569,96,1709,131,1595,55,1722,81,1599,,,,
2021,321,160,156,1603,188,1511,156,1556,103,1563,,,,
2020,164,389,,,,,,,,,693,50,,
2019,138,388,152,1611,142,1574,180,1503,,,606,58,,
2018,360,56,336,1355,326,1318,321,1313,,,376,78,,
2017,342,134,297,1408,291,1370,,,,,272,222,,
2016,840,19,,,,,,,,,471,115,,
2015,413,105,308,1398,284,1369,,,,,706,69,,
2014,1297,5,,,,,,,,,1033,27,,
2013,1358,3,,,,,,,,,,,,
2012,1851,1,,,,,,,,,,,,
